n: 20

c:
[
 0.5000000000 0.0036652063 0.6969466073 0.0953512156 0.0426616797 0.0010531180 0.9657926560 0.9109685356 0.0004462638 0.1122245690 0.6138682609 0.6986353675 0.9507395886 0.8668006132 0.0007996527 0.9857469531 0.9999999701 0.3627809467 0.4634279643 0.0031038157
 0.9963347937 0.5000000000 0.9966541366 0.9738244383 0.9654043053 0.0057413550 0.7542683748 0.9998482242 0.0063387834 0.9974300983 0.0059552919 0.9960504164 0.7568362502 0.6446995510 0.0063491738 0.9882842034 0.8900490649 0.0000000030 0.0759150098 0.0039651637
 0.3030533927 0.0033458634 0.5000000000 0.8612811655 0.0291478426 0.9963461603 0.9999733037 0.2339981449 0.9192270580 0.0000162503 0.9819107537 0.9999999862 0.3261868510 0.9999707369 0.0053900885 0.9646104924 0.9980317250 0.2297997156 0.1221864633 0.0003757456
 0.9046487844 0.0261755617 0.1387188345 0.5000000000 0.9945744326 0.9990402363 0.9995161672 0.9096378382 0.0003326384 0.7756414882 0.9695049826 0.0440916735 0.9999999992 0.0327061040 0.0000838007 0.1041673418 0.1496178339 0.0765306521 0.0000726140 0.5664422230
 0.9573383203 0.0345956947 0.9708521574 0.0054255674 0.5000000000 0.9980203584 0.9072325555 0.0280097538 0.0070416859 0.9716135103 0.9980472942 0.0000002333 0.9999905517 0.0849036072 0.8945827394 0.5006479788 0.8705756033 0.2535593627 0.9500967044 0.0635797033
 0.9989468820 0.9942586450 0.0036538397 0.0009597637 0.0019796416 0.5000000000 0.0008954324 0.0010321401 0.0013745195 0.1447139359 0.0024396343 0.0000000176 0.0311124213 0.1739838928 0.3853953902 0.9676513756 0.0000321423 0.9993651996 0.2287926437 0.3734570709
 0.0342073440 0.2457316252 0.0000266963 0.0004838328 0.0927674445 0.9991045676 0.5000000000 0.8781169192 0.0002429262 0.8122675668 0.0003601284 0.4745101321 0.0007864322 0.0001890037 0.9725399187 0.0714877236 0.0064361624 0.9770294398 0.1785661798 0.8751742139
 0.0890314644 0.0001517758 0.7660018551 0.0903621618 0.9719902462 0.9989678599 0.1218830808 0.5000000000 0.0106375031 0.2229009138 0.9999946119 0.2475133050 0.0876846753 0.1742639780 0.9969070416 0.9999998723 0.9961849063 0.8901535260 0.9676461086 0.9999591138
 0.9995537362 0.9936612166 0.0807729420 0.9996673616 0.9929583141 0.9986254805 0.9997570738 0.9893624969 0.5000000000 0.0028971908 0.9328568634 0.9888552750 0.0339361998 0.5202740622 0.9999992627 0.0021844118 0.9999999999 0.9973133564 0.0411947624 0.9996407322
 0.8877754310 0.0025699017 0.9999837497 0.2243585118 0.0283864897 0.8552860641 0.1877324332 0.7770990862 0.9971028092 0.5000000000 0.9993235166 0.9998474195 0.6179863744 0.6407740435 0.9991628275 0.0000185916 0.1737723473 0.9999999888 0.4338427178 0.6810407714
 0.3861317391 0.9940447081 0.0180892463 0.0304950174 0.0019527058 0.9975603657 0.9996398716 0.0000053881 0.0671431366 0.0006764834 0.5000000000 0.9406952943 0.8071039569 0.0585331463 0.0867886169 0.4686884627 0.0046296234 0.8418153777 0.9999222981 0.5715377142
 0.3013646325 0.0039495836 0.0000000138 0.9559083265 0.9999997667 0.9999999824 0.5254898679 0.7524866950 0.0111447250 0.0001525805 0.0593047057 0.5000000000 0.0086162319 0.0000098488 0.2849012028 0.9450716225 0.9986881424 0.0668351158 0.0029767751 0.0185100506
 0.0492604114 0.2431637498 0.6738131490 0.0000000008 0.0000094483 0.9688875787 0.9992135678 0.9123153247 0.9660638002 0.3820136256 0.1928960431 0.9913837681 0.5000000000 0.7339868532 0.9998223002 0.2034053851 0.2209877665 0.0000000486 0.3052641264 0.9793950545
 0.1331993868 0.3553004490 0.0000292631 0.9672938960 0.9150963928 0.8260161072 0.9998109963 0.8257360220 0.4797259378 0.3592259565 0.9414668537 0.9999901512 0.2660131468 0.5000000000 0.0000000404 0.7260399806 0.6843676890 0.7256217300 0.0585590622 0.9343352353
 0.9992003473 0.9936508262 0.9946099115 0.9999161993 0.1054172606 0.6146046098 0.0274600813 0.0030929584 0.0000007373 0.0008371725 0.9132113831 0.7150987972 0.0001776998 0.9999999596 0.5000000000 0.0000000000 0.4792215598 0.9571902663 0.1162824460 0.0127401644
 0.0142530469 0.0117157966 0.0353895076 0.8958326582 0.4993520212 0.0323486244 0.9285122764 0.0000001277 0.9978155882 0.9999814084 0.5313115373 0.0549283775 0.7965946149 0.2739600194 1.0000000000 0.5000000000 0.6145165826 0.9261085123 0.0019232785 0.8646977213
 0.0000000299 0.1099509351 0.0019682750 0.8503821661 0.1294243967 0.9999678577 0.9935638376 0.0038150937 0.0000000001 0.8262276527 0.9953703766 0.0013118576 0.7790122335 0.3156323110 0.5207784402 0.3854834174 0.5000000000 0.0013532805 0.0069077051 0.0163528512
 0.6372190533 0.9999999970 0.7702002844 0.9234693479 0.7464406373 0.0006348004 0.0229705602 0.1098464740 0.0026866436 0.0000000112 0.1581846223 0.9331648842 0.9999999514 0.2743782700 0.0428097337 0.0738914877 0.9986467195 0.5000000000 0.8451153177 0.7710838082
 0.5365720357 0.9240849902 0.8778135367 0.9999273860 0.0499032956 0.7712073563 0.8214338202 0.0323538914 0.9588052376 0.5661572822 0.0000777019 0.9970232249 0.6947358736 0.9414409378 0.8837175540 0.9980767215 0.9930922949 0.1548846823 0.5000000000 0.0556527276
 0.9968961843 0.9960348363 0.9996242544 0.4335577770 0.9364202967 0.6265429291 0.1248257861 0.0000408862 0.0003592678 0.3189592286 0.4284622858 0.9814899494 0.0206049455 0.0656647647 0.9872598356 0.1353022787 0.9836471488 0.2289161918 0.9443472724 0.5000000000
]
