n: 20

c:
[
 0.5000000000 0.9164147412 0.3577069340 0.6489361245 0.0194539881 0.0000020977 0.8434505046 0.9724806603 0.0055078513 0.0894288367 0.9818850335 0.0000048053 0.0379220388 0.9719397410 0.0008903237 0.0007233172 0.3916746176 0.0222825905 0.7463198146 0.9999999221
 0.0835852588 0.5000000000 0.9998552762 0.7901725878 0.8803478375 0.0001818477 0.3495779983 0.9928663099 0.9661204889 0.7638678316 0.9977155860 0.9905063618 0.0000179842 0.9999819856 0.0404695590 0.1531359907 0.5029470021 0.0922785231 0.9967396212 0.5156916084
 0.6422930660 0.0001447238 0.5000000000 0.0043585430 0.9999889084 0.7649200224 0.3685694773 0.3656496673 0.0000896529 0.9999964202 0.9560548834 0.0002828132 0.7326952025 0.9825131690 0.9984075449 0.1057101365 0.9599292967 0.2410563528 0.0437625142 0.0019327137
 0.3510638755 0.2098274122 0.9956414570 0.5000000000 0.9930666466 0.9970482139 0.8872994620 0.9999997929 0.9992477762 0.0069275514 0.5718321561 0.9997371902 0.0344655662 0.9581725664 0.0181730790 0.0102941700 0.1708062435 0.9987629556 0.0049793293 0.9999850781
 0.9805460119 0.1196521625 0.0000110916 0.0069333534 0.5000000000 0.9178268005 0.9999999039 0.0520779984 0.9999999995 0.0000001493 0.0000000106 0.9999867024 0.0007228769 0.4715989504 0.8910167218 0.9999290988 0.0095212637 0.9998640804 0.0000057389 0.9833106462
 0.9999979023 0.9998181523 0.2350799776 0.0029517861 0.0821731995 0.5000000000 0.0422592202 0.9999853406 0.0826490391 0.9868118045 0.1253526560 0.7768214269 0.7820623447 0.0509394003 0.8477758758 0.5542870501 0.4519489055 0.0049091952 0.8607789979 0.9999997622
 0.1565494954 0.6504220017 0.6314305227 0.1127005380 0.0000000961 0.9577407798 0.5000000000 0.0019384951 0.9979453746 0.8844098840 0.9995908012 0.9997966668 0.0121989659 0.0000154610 0.9593646279 0.9975613422 0.1345304357 0.9714975221 0.9999472045 0.3310165994
 0.0275193397 0.0071336901 0.6343503327 0.0000002071 0.9479220016 0.0000146594 0.9980615049 0.5000000000 0.8441050593 0.1547263362 0.4511428624 0.9672939293 0.8877042987 0.9999006658 0.5203054324 0.0085134010 0.0000000038 0.7892640582 0.8974716927 0.0000007179
 0.9944921487 0.0338795111 0.9999103471 0.0007522238 0.0000000005 0.9173509609 0.0020546254 0.1558949407 0.5000000000 0.2695816807 0.4269818072 0.8303982062 0.7103189409 0.9999058951 0.7583459361 0.1471461948 0.2952824239 0.0000019014 0.7475887493 0.3505644030
 0.9105711633 0.2361321684 0.0000035798 0.9930724486 0.9999998507 0.0131881955 0.1155901160 0.8452736638 0.7304183193 0.5000000000 0.9676739053 0.1612559642 0.0058730718 0.1838242002 0.8506743329 0.9998562651 0.0000000025 0.2647380925 0.0000151239 0.9209368787
 0.0181149665 0.0022844140 0.0439451166 0.4281678439 0.9999999894 0.8746473440 0.0004091988 0.5488571376 0.5730181928 0.0323260947 0.5000000000 0.9996131373 0.5010205387 0.0862565199 0.0481873770 0.0105207941 0.9993059320 0.9980470862 0.3306861428 0.0138242039
 0.9999951947 0.0094936382 0.9997171868 0.0002628098 0.0000132976 0.2231785731 0.0002033332 0.0327060707 0.1696017938 0.8387440358 0.0003868627 0.5000000000 0.5013974645 0.9011240359 0.0691369660 0.9354467150 0.4484797798 0.0000000000 0.7744259145 0.7486034203
 0.9620779612 0.9999820158 0.2673047975 0.9655344338 0.9992771231 0.2179376553 0.9878010341 0.1122957013 0.2896810591 0.9941269282 0.4989794613 0.4986025355 0.5000000000 0.2410986380 0.9237767124 0.0000008982 0.0017655904 0.8709751366 0.1397541777 0.9441523949
 0.0280602590 0.0000180144 0.0174868310 0.0418274336 0.5284010496 0.9490605997 0.9999845390 0.0000993342 0.0000941049 0.8161757998 0.9137434801 0.0988759641 0.7589013620 0.5000000000 0.0446046721 0.0040617613 0.9765386539 0.0000000051 0.0000085536 0.9842029089
 0.9991096763 0.9595304410 0.0015924551 0.9818269210 0.1089832782 0.1522241242 0.0406353721 0.4796945676 0.2416540639 0.1493256671 0.9518126230 0.9308630340 0.0762232876 0.9553953279 0.5000000000 0.0955131674 0.2658386071 0.9995962635 0.0000202960 0.7307929780
 0.9992766828 0.8468640093 0.8942898635 0.9897058300 0.0000709012 0.4457129499 0.0024386578 0.9914865990 0.8528538052 0.0001437349 0.9894792059 0.0645532850 0.9999991018 0.9959382387 0.9044868326 0.5000000000 0.0304463050 0.4009335163 0.1372269538 0.0000004882
 0.6083253824 0.4970529979 0.0400707033 0.8291937565 0.9904787363 0.5480510945 0.8654695643 0.9999999962 0.7047175761 0.9999999975 0.0006940680 0.5515202202 0.9982344096 0.0234613461 0.7341613929 0.9695536950 0.5000000000 0.0002464213 0.9911156434 0.9999948230
 0.9777174095 0.9077214769 0.7589436472 0.0012370444 0.0001359196 0.9950908048 0.0285024779 0.2107359418 0.9999980986 0.7352619075 0.0019529138 1.0000000000 0.1290248634 0.9999999949 0.0004037365 0.5990664837 0.9997535787 0.5000000000 0.0000003271 0.8880174046
 0.2536801854 0.0032603788 0.9562374858 0.9950206707 0.9999942611 0.1392210021 0.0000527955 0.1025283073 0.2524112507 0.9999848761 0.6693138572 0.2255740855 0.8602458223 0.9999914464 0.9999797040 0.8627730462 0.0088843566 0.9999996729 0.5000000000 0.0000428826
 0.0000000779 0.4843083916 0.9980672863 0.0000149219 0.0166893538 0.0000002378 0.6689834006 0.9999992821 0.6494355970 0.0790631213 0.9861757961 0.2513965797 0.0558476051 0.0157970911 0.2692070220 0.9999995118 0.0000051770 0.1119825954 0.9999571174 0.5000000000
]
