n: 100

c:
[
 0.5000000000 0.0053042485 0.1347892485 0.0446507624 0.7088076880 0.1388824578 0.2914776845 0.8941043456 0.0000000394 0.0000061007 0.9486288108 0.0164078789 0.9999606736 0.9991743094 0.9994793260 0.7641979177 0.9997761397 0.9999776181 0.0080968536 0.9692865158 0.9586764259 0.5260870402 0.0689085318 0.2585875290 0.2563635993 0.1564791669 0.8794063191 0.9530017200 0.3097455241 0.0086369265 0.0005903820 0.9999251865 0.0002592577 0.9628928329 0.5054514656 0.0184940976 0.9999648261 0.3486095311 0.7740485330 0.1971808494 0.0027995497 0.0012467954 0.4912363374 0.3975772603 0.8029322196 0.0000003313 0.0010581198 0.0000011551 0.9996091964 0.0024107371 0.0002772415 0.9219829701 0.9998220618 0.9491191520 0.0110869196 0.0052673338 0.0000001938 0.0000001514 0.0098307418 0.0910522677 0.9745413849 0.0008710477 0.8504676996 0.0007891177 0.0703025376 0.1285622743 0.8151069389 0.7121540833 0.9766345046 0.9486361704 0.0116358597 0.9880438479 0.0026256030 0.9515512173 0.9999989590 0.7540607622 0.7882413282 0.9968225735 0.9733866754 0.0917397955 0.3269493199 0.0271846009 0.6512212792 0.9975745353 0.9353603196 0.9974623503 0.9971232616 0.0001088779 0.0000000480 0.0000000000 0.9949163237 0.9996244219 0.0002085890 0.0000025925 0.1897527844 0.9952226819 0.9569372210 0.1850425210 0.0007588152 0.0081178842
 0.9946957515 0.5000000000 0.2821868154 0.9999207449 0.9547578755 0.9387052053 0.9947040374 0.9999998024 0.0081221335 0.9470142840 0.3269925005 0.0000021215 0.2089426974 0.1740816564 0.0002094255 0.7845028138 0.2245450998 0.9912092378 0.1450658484 0.0726259970 0.3302827365 0.0000002371 0.0370577203 0.9999999998 0.3218967392 0.1315329531 0.7071910073 0.9995573187 0.9810158608 0.5200835145 0.2295382157 0.9819703375 0.9999735184 0.8667093187 0.0000169211 0.4133023239 0.0009338172 0.9999426412 0.8079840079 0.8245822928 0.9999983215 0.8621793905 0.2554829693 1.0000000000 0.0009799692 0.0001513957 0.7610062457 0.0998003661 0.9986558460 0.0000127441 0.9962077136 0.0001831243 0.9978524343 0.9641088227 0.4809861585 0.8160544046 0.9942323938 0.9989753700 0.9203657821 0.9999991690 0.0000000048 0.9917865986 0.6411085466 0.9920418570 0.9973758218 0.0039459304 0.7549152357 0.0261426142 0.9999988797 0.0175538056 0.9999892956 0.9772022817 0.0034487251 0.9258119983 0.6984457651 0.0293529324 0.9911658693 0.1366404601 0.2647703003 0.5926102121 0.9998719094 0.0053499434 0.3931070812 0.0000471584 0.9924718158 0.2266510821 0.0560006290 0.7072357110 0.9998785249 0.0016469000 0.0001012245 0.0000019291 0.7556666411 0.9166223531 0.9990871594 0.0127392385 0.9733990286 0.0014491864 0.0000370295 0.8717927972
 0.8652107515 0.7178131846 0.5000000000 0.0494960675 0.9999740158 0.4162612233 0.0897861071 0.9999917805 0.0000000080 0.7417869140 0.9975025107 0.9860227152 0.0145229648 0.9258486409 0.5535790046 0.2332865243 0.9895245281 0.0021739605 0.1078699833 0.9840268475 0.7430834393 0.0192455648 0.9999903934 0.9364299289 0.9931002727 0.0607931677 0.9968959454 0.9755508749 0.9859110335 0.8248521897 0.0342262660 0.9941592599 0.0042273252 0.4163653967 0.5799108007 0.0006733646 0.9999360327 0.9973607280 0.0192806497 0.9154644677 0.0584214487 0.9992765384 0.6011833353 0.0100651294 0.0147335130 0.9847222076 0.0005574601 0.9713745774 0.0048223799 0.9996712956 0.0044368092 0.0001978602 0.9999358638 0.9993123239 0.9172326001 0.1073242802 0.5968921197 0.0000087902 0.7201645561 0.9806064439 0.9908013049 0.7672706022 0.9973177527 0.0000079550 0.9992234997 0.4443115177 0.0761800531 0.1068663561 0.2071787928 0.9993402860 0.0911674767 0.0258046678 0.0000000529 0.9999999855 0.7939743700 0.0311965520 0.0000552594 0.1662232813 0.1365477399 0.0010911339 0.2866912541 0.9800584063 0.1828004783 0.9986676150 0.0015048888 0.5206192696 0.7365284950 0.0506393998 0.9999959314 0.9995488778 0.9613614252 0.0038048336 0.9984633518 0.8361058695 0.9449863777 0.9999963490 0.9993996627 0.9999999981 0.0535881829 0.9273174375
 0.9553492376 0.0000792551 0.9505039325 0.5000000000 0.0000599669 0.1544372460 0.8551981084 0.1132371267 0.9999999942 0.9999992392 0.0013819744 0.0045711328 0.9999998902 0.4655128544 0.1004792419 0.2619845060 0.1723454394 0.0000475087 0.9683746754 0.0000153572 0.9532511596 0.9473835469 0.8868945751 0.9999049511 0.0129697199 0.0936999764 0.0001041201 0.9999975053 0.0194523959 0.0010275085 0.0034735229 0.0000000000 0.0000006231 1.0000000000 0.0001626261 0.9975101828 0.0045911977 0.9950043759 0.4424971106 0.9949289191 0.1800343979 0.0007102933 0.7819543981 0.5776330077 0.8902833728 0.4898973338 0.9998123676 0.9850573260 0.0005029410 0.1815534405 0.6247299318 0.9780290084 0.9985651813 0.8905817388 0.0000237364 0.0044718602 0.1527497985 0.3247196845 0.0764910730 0.3008947122 0.2582548320 0.9998895982 0.9989679742 0.9962404444 0.5127126919 0.9484702902 0.8875649688 0.9044487468 0.0120043414 0.9999707153 0.0000003413 0.2074067383 0.9999999628 0.9169681716 0.4561730737 0.9663523727 0.3620700941 0.9999999062 0.4638104677 0.9988230481 0.8737875914 0.8252030540 0.1179303323 0.9871349863 0.0680993947 0.9748151437 0.0000000401 0.9999999856 0.0002345126 0.9997875269 0.6463261364 0.9993385288 0.4286951540 1.0000000000 0.0669560068 0.0868163004 0.9982085940 0.2929456075 0.9983021269 0.0000004401
 0.2911923120 0.0452421245 0.0000259842 0.9999400331 0.5000000000 0.7285307554 0.0114449704 0.0434492072 0.0585779178 0.9164252431 0.0323245599 0.8636872044 0.9711984650 0.5680715189 0.3060559970 0.8346595469 0.0033601030 0.6703565391 0.9951941632 0.7569299084 0.1222320154 0.0633361158 0.0181403073 0.5595383640 0.0000010840 0.2514731381 0.9786245319 0.9222809387 0.5550250804 0.8513357800 0.0000329799 0.9657871232 0.0483099976 0.0050778638 0.0002360085 0.9939837278 0.6648146193 0.3326093212 0.9377442713 0.0832640272 0.0101013784 0.0127880953 0.0019625486 0.9999999999 0.9999226347 0.0173140627 0.9716052743 0.2464743828 0.0001790523 0.5890347258 0.0000000234 0.2612446959 0.0055545074 0.9973422024 0.9852967462 0.9856798824 0.9770783622 0.1396885802 0.9976582246 0.0094612693 0.0000170591 0.0180974921 0.0107218806 0.6120828052 0.0011263322 0.5466310241 0.3568418757 0.8578775364 0.9999987439 0.5491356250 0.9997756546 0.7086643455 0.8272101722 0.2254171607 0.0000062377 0.0510692445 0.4837632033 0.9998833681 0.0082032540 0.0000002342 0.9759925513 0.9710860642 0.9872252072 0.4571876612 0.8794549600 0.9961366553 0.8371867415 0.2277059978 0.9988590732 0.0095261536 0.4262102441 0.2048646315 0.9891997566 0.9739825389 0.7678139942 0.0000326234 0.9999999984 0.9020603688 0.7988265120 0.0000041361
 0.8611175422 0.0612947947 0.5837387767 0.8455627540 0.2714692446 0.5000000000 0.9984464001 0.0074635152 0.8046493023 0.2237819718 0.9984116173 0.1641129588 0.0259216214 0.9999156024 0.9511550046 0.9999988560 0.4440012553 0.8761139396 0.7939665444 0.9929983639 0.0866382527 0.9497615007 0.9990049769 0.9954072611 0.9984124348 0.9999742345 0.7855780240 0.3662366173 0.9999374207 0.0000028019 0.9940620876 0.9999999872 0.0000259148 0.7672184714 0.4322086848 0.9958252176 0.0887414145 0.0232018395 0.2849782042 0.0000177189 0.9999992278 0.0003483820 0.9999544649 0.0001370597 0.9371018772 0.0644630683 0.6374270607 0.9780016287 0.0442583508 0.4689830396 0.9999755505 0.9976488268 0.6389039231 0.7141403760 0.0000088391 0.0193201246 0.0001786627 0.9995270433 0.9269338994 0.0019221488 0.0107977735 0.3662972860 0.6753825004 0.0003595590 0.9969185043 0.6780076975 0.9999241681 0.9999804875 0.0723643733 0.2007362036 0.0020826597 0.9990385812 0.9999943121 0.9855599045 0.9968818037 0.9999987774 0.0006937381 0.0011592328 0.3012492083 0.9999481766 0.6296827709 0.8947782387 0.9999790689 0.0002730113 0.2061810558 0.2769705461 0.0025119715 0.8287439508 0.6229632600 0.5216120547 0.0000141285 0.8178755414 0.0202835668 0.0001117812 0.4559995811 0.0543610098 0.9948482584 0.0000197082 0.0001425663 0.9086762187
 0.7085223155 0.0052959626 0.9102138929 0.1448018916 0.9885550296 0.0015535999 0.5000000000 0.0001163413 0.8770419578 0.7358986350 0.9567833464 0.0362014540 0.9027177942 0.9925679820 0.0854835338 0.3058609249 0.5340065114 0.6427699682 0.0005820748 0.5335376231 0.9062188253 0.0667739501 0.2185602317 0.9964453661 0.0549549008 0.9974241863 0.0003766093 0.0410619784 0.0065833566 0.0753003373 0.9995530071 0.6750306630 0.0238929590 0.9354285892 0.1785076563 0.9979807862 0.9999826142 0.0008814504 0.2530776993 0.0000005594 0.0000298085 0.1282423439 0.1343839673 0.0063896688 0.0381377541 0.9297750523 0.0150878855 0.0015161155 0.0002931099 0.1764012309 0.9863786961 0.4263978291 0.9819416421 0.0326422879 0.9919071099 0.9985227819 0.0044119598 0.6177271593 0.9969968335 0.1184578007 0.9440715662 0.0184204428 0.8313307875 0.9266083901 0.4312752000 0.9999967186 0.5344951960 0.8527610062 0.4473459719 0.1251795342 0.0060828222 0.0246380901 0.0128167221 0.0001590327 0.3044526182 0.8469116053 0.9944990311 0.4157137497 0.9871964229 0.9999916025 0.9879365928 0.0038809495 0.0536284418 0.0292246729 0.9684777969 0.0008770219 0.3953497238 0.0190876293 0.0000000826 0.9887031612 0.0000000450 0.0006499411 0.0000000026 0.0013316713 0.0520735732 0.0000000000 0.0011124309 0.5015495274 0.1212719393 0.0855661568
 0.1058956544 0.0000001976 0.0000082195 0.8867628733 0.9565507928 0.9925364848 0.9998836587 0.5000000000 0.9747307342 0.8463097611 0.9974726151 0.9999872312 0.6601478912 0.9915348850 0.0080295393 0.7736798813 0.9999923468 0.9996671888 0.9995620453 0.9999709147 0.0016732125 0.0413578298 0.9999952423 0.0000007137 0.7136796405 0.9669936857 0.8744275060 0.9999174252 0.9786197402 0.7806516647 0.0495354302 0.2843403012 0.7806847103 0.9960376964 0.0036629344 0.0928754735 0.5079725357 0.7889798934 0.1643669358 0.9760351815 0.2118965143 0.0369667232 0.9999999948 0.9994587539 0.0323406218 0.0002806676 0.0003154403 0.9999857245 0.0012605904 0.9843330997 0.0000034815 0.0198180567 0.9952500770 0.0195003637 1.0000000000 0.9984194294 0.9176356355 0.9944975581 0.8674192404 0.0136453881 0.9836461649 0.9984386386 0.9998215495 0.1955450455 0.9163911456 0.0004358574 0.0932949346 0.9377197443 0.6215109650 0.9986708941 0.9426828813 0.0001070944 0.0000000360 0.0292019089 0.0000000005 0.0000007100 0.0743262557 0.0000000799 0.6727106769 0.0318790827 0.9910719407 0.8816953894 0.9432899527 0.0075563324 0.5143095334 0.0000978769 0.0880759931 0.9362943068 0.5775824551 0.9017723466 0.0929471192 0.0004348546 0.7795406387 0.2865833756 0.5661562283 0.2361147328 0.7688271329 0.9995803949 0.0112567859 0.0561855740
 0.9999999606 0.9918778665 0.9999999920 0.0000000058 0.9414220822 0.1953506977 0.1229580422 0.0252692658 0.5000000000 0.9990248836 0.0002889160 0.9629854893 0.0430156421 0.7403970064 0.7442956823 0.9995655496 0.9972313655 0.9916503877 0.2200317779 0.0348576839 0.9287962569 0.0001387511 0.0031131232 0.7118561883 0.0604718324 0.9999358099 0.0841224158 0.0000000000 0.1684329026 0.0178918889 0.2837815249 0.0000041961 0.9455942964 0.2221499255 0.3731751926 0.0000016746 0.9975756827 0.0412396164 0.3097031401 0.0002015625 0.8943010798 0.0000010773 0.9999999987 0.9061305674 0.0001143128 0.3522242195 0.7134561677 0.6870413019 0.9600965999 0.7984307633 0.6348516480 0.1432440920 0.0001354079 0.1991467593 0.5324781958 0.8198836955 0.9999784620 0.2216615268 0.7108868786 0.9999999541 0.0955812096 0.0000209043 0.0000287985 0.0000100534 0.8217711298 0.9999776552 0.1452711209 0.1476519667 0.9984221156 0.9999649573 0.2024855991 0.2621769330 0.2292562593 0.1694116818 0.7388963740 0.8244123815 0.6196145692 0.9955621620 0.9999977363 0.0091467140 0.0271084091 0.0246861077 0.0000227915 0.0001104242 0.2971650672 0.0056946549 0.0020762160 0.0227625248 1.0000000000 0.0000000877 0.8888564828 0.0000423934 0.0012892854 0.0210119596 0.9999987943 0.9958934079 0.9937655456 0.1305697500 0.0000000106 0.7545398080
 0.9999938993 0.0529857160 0.2582130860 0.0000007608 0.0835747569 0.7762180282 0.2641013650 0.1536902389 0.0009751164 0.5000000000 0.1288803953 0.0000001498 0.0006829874 0.0000670631 0.0018004220 0.9995989759 0.9864440364 0.0492548842 0.9713371909 0.9816860148 0.0140901638 0.4412272275 0.0124323825 0.2046696602 0.9378176346 0.0447890089 0.7348077764 0.3148653223 0.3934720806 0.2542206654 0.0000035634 0.9764200963 0.0277166399 0.6075085641 0.9978059694 0.9999354524 0.6161383073 0.9993593792 0.0907510568 0.8726021846 0.9999996861 0.2439148250 0.0101171599 0.3304741396 0.9970920190 0.9999999974 0.0607487163 0.9825162031 0.6833133329 0.0349709673 0.0000923571 0.7557775063 0.9999995117 0.9968479235 0.1195605227 0.7164881816 0.9971797822 0.9971720478 0.8049440973 0.9999999974 0.3791979964 0.9960607412 0.9999831144 0.1009061339 0.0036838022 0.9592286049 0.9621361225 0.9355000226 0.2467254001 0.0000250097 0.4213448510 0.9050345740 0.8979814078 0.9908216261 0.6207007247 0.4371499103 0.9415588747 0.6123650910 0.9999058909 0.9502262580 0.0004390527 0.1787262476 0.0000678743 0.9869695344 1.0000000000 0.3566720040 0.0003377877 0.0280648990 0.9938719502 0.3439317354 0.9308065578 0.0381028108 0.0005882673 0.9399340116 0.9999999869 0.2288504818 0.0005276100 0.9779369411 0.0043039680 0.9774132978
