n: 40

c:
[
 0.5000000000 0.4949986657 0.9130883763 0.8886340797 0.1141701927 0.7709262823 0.9999617799 0.6916445752 0.9999995733 0.7743505885 0.9922360896 0.0019368831 0.9997146691 0.9237075241 0.0462220287 0.9990211669 0.2531126580 0.9979249588 0.0062408844 0.2226982739 0.4446643206 0.0879848334 0.9496903422 0.3299583223 0.9625571646 0.0044923086 0.6284027606 0.9036843210 0.1666476477 0.5129220698 0.2883042415 0.0022202198 0.0122187111 0.0057692335 0.4629483383 0.5639495072 0.9816437362 0.1929689421 0.9989583608 0.9965243457
 0.5050013343 0.5000000000 0.9983392592 0.4605516443 0.9905409844 0.0009899318 0.0370569617 0.0001072590 0.0245653556 0.9999999984 0.9999855303 0.1248737296 0.9226373769 0.9412793965 0.0006619639 0.2415803475 0.0006878068 0.5709966230 0.0031914551 0.8313036063 0.0648925440 0.1346637402 0.0005730167 0.9999727369 0.9996431172 0.5346680244 0.9978588134 0.0000000163 0.0004679686 0.9999046321 0.9999982806 0.9352485355 0.0417286223 0.9999997726 0.8152866099 0.0498711843 0.8073693776 0.9984754041 0.9375021796 0.9929884162
 0.0869116237 0.0016607408 0.5000000000 0.0001334322 0.9989109636 0.0666751144 0.0000993038 0.0019075848 0.9172821709 0.0000538521 0.6733773879 0.4986125281 0.1487686689 0.9998905693 0.9785304644 0.9998947619 0.5846929768 0.0481622640 0.0131185881 0.1169695840 0.9999926915 0.1488238885 0.9999920522 0.0250865832 0.9999641172 0.0030868743 0.0000241199 0.0024277692 0.9953379652 0.0050868006 0.0030699688 0.1924739593 0.1186750326 0.2937916925 0.0462314784 0.9995915094 0.8216909049 0.0813021891 0.8591600033 0.6130458364
 0.1113659203 0.5394483557 0.9998665678 0.5000000000 0.9999948005 0.2235371135 0.9812759346 0.4644477886 0.9392261603 0.9965873762 0.3541538695 0.0131407010 0.1995642158 0.0005890810 0.3808923666 0.9999855444 0.5667975206 0.0517777734 0.0003480706 0.1804109562 0.0000001039 0.4364119465 0.4320469882 0.0000053065 0.8596270280 0.0290564246 0.8192106464 0.2151206436 0.9999999768 0.6139733604 0.2375417300 0.2021608187 0.0008120762 0.9999961832 0.4426723005 0.0004255344 0.5189262305 0.0000000000 0.9599027389 0.6591341807
 0.8858298073 0.0094590156 0.0010890364 0.0000051995 0.5000000000 0.9995319300 0.9932383019 0.0160908798 0.1029839875 0.9949519044 0.8346316745 0.9994233715 0.1578170081 0.3955396255 0.4930929761 0.8731201936 0.0571272480 0.1957681842 0.0000047356 0.0017984997 0.0000359840 0.7291709495 0.5918848450 0.5461772658 0.9975781274 0.0000459451 0.5801234551 0.9904629618 0.0586382506 0.0000000000 0.9691848803 0.0049834436 0.3343212313 0.0000030903 0.0048969341 0.0000011364 0.0702992072 0.1458421670 0.7415931270 0.9998956073
 0.2290737177 0.9990100682 0.9333248856 0.7764628865 0.0004680700 0.5000000000 0.0000000350 0.9497729119 0.1964475375 0.0036512029 0.0655160084 0.9319506651 0.2183105864 0.9977680791 0.9999897749 0.6509433190 0.9999987358 0.8898220386 0.9905808185 0.9999956959 0.0014547668 0.0000085457 0.0000880234 0.0002379402 0.9359245378 0.0533297888 0.0000058914 0.9425873907 0.0784985322 0.9994629487 0.0102023800 0.2471226606 0.7707398044 0.9958617914 0.0010001903 0.9417692206 0.9999987012 0.0232628540 0.9761017178 0.1160999797
 0.0000382201 0.9629430383 0.9999006962 0.0187240654 0.0067616981 0.9999999650 0.5000000000 0.2786485256 0.0013871932 0.9792200972 0.9995880693 0.9858300139 0.9837617589 0.7458655534 0.9768823286 0.7755100493 0.0001020660 0.0356098982 0.0869153541 0.0000000000 0.3659740358 0.9999968147 0.9993508981 0.0774041779 0.0000204727 0.0036489528 0.0003592835 0.1316774591 0.7936763844 0.0381081023 0.0000005708 0.7935461518 0.0524000937 0.2150158365 0.0000416942 0.7010172330 0.0006651859 0.0020768439 0.0709528648 0.0001158586
 0.3083554248 0.9998927410 0.9980924152 0.5355522114 0.9839091202 0.0502270881 0.7213514744 0.5000000000 0.9890577674 0.0000102560 0.5973749393 0.1227970161 0.0002039149 1.0000000000 0.7363875753 0.9980193551 0.9978152270 0.1509635981 0.8778491678 0.0000002254 0.9999295682 0.9815111937 0.3312295284 0.0000182067 0.0192377247 0.0032698251 0.1225578405 0.9997018968 0.8090146429 0.4312314673 0.0003100594 0.5294612642 0.9956160344 0.4737590865 0.0380482282 0.9999981400 0.0633831791 0.9999996323 0.9975485095 0.0023302041
 0.0000004267 0.9754346444 0.0827178291 0.0607738397 0.8970160125 0.8035524625 0.9986128068 0.0109422326 0.5000000000 0.0000007924 0.0640238008 0.0004317748 0.0158602708 0.0000161301 0.6089054722 0.5000674097 0.2327617723 0.9999882719 0.4245952893 0.9767693645 0.9999929835 0.9989772948 0.9853667260 0.0000604889 0.3635558465 0.0504394561 0.9464447060 0.9028071576 0.9999911239 0.0060420212 0.5613005458 0.9977192645 0.0005525011 0.9773168704 0.5336828710 0.9986164403 0.1314737908 0.0000104504 0.9484251705 0.9940425674
 0.2256494115 0.0000000016 0.9999461479 0.0034126238 0.0050480956 0.9963487971 0.0207799028 0.9999897440 0.9999992076 0.5000000000 0.4576466227 0.2777441269 0.7735443608 0.0186284664 0.9999839085 0.9950379385 0.0353547531 0.7955080819 0.3455086483 0.9843710895 0.0103727956 0.9902886428 0.6900824106 0.9944817848 0.0000051120 0.4846722981 0.9997337538 0.9999834331 0.8809454094 0.0000111378 0.9696845563 0.9998427171 0.9140207915 0.3720438940 0.8201507844 0.9999984109 0.9997778251 0.6944594108 0.5376558083 0.0008549004
 0.0077639104 0.0000144697 0.3266226121 0.6458461305 0.1653683255 0.9344839916 0.0004119307 0.4026250607 0.9359761992 0.5423533773 0.5000000000 0.4991306116 0.0000213671 0.5822023165 0.9998593089 0.0027264216 0.4411507848 0.8807548965 0.0370819019 0.9999957977 0.9028822564 0.9115849730 0.9999995310 0.9999976693 0.0077587089 0.6292373334 0.0012092969 0.9743783064 0.9999440644 0.0001882429 0.0025217982 0.0639866246 0.9256565899 0.3879877394 0.0002667242 0.0052928830 0.0513176882 0.1022398863 0.0000671031 0.0064091890
