n: 60

c:
[
 0.5000000000 0.5500820054 0.5852406462 0.9999223973 0.9996190848 0.0000016414 0.0000000152 0.0000373366 0.9992618891 0.9999991154 0.0520225104 0.0006123979 0.0002792484 0.0000000014 0.0000040311 0.2156589980 0.9977355475 0.0007419682 0.9837161777 0.9999999433 0.9920553231 0.8366833908 0.2414413018 0.3214659569 0.9996614708 0.8993249591 0.9996320884 0.9835462039 0.0002969151 0.9687716547 0.0148312464 0.2672208935 0.0008044383 0.9999274891 0.9903335517 0.1365306048 0.0108250118 0.6053610738 0.9960167265 0.9589490187 0.9837503945 0.0014406213 0.0000936097 0.3581493270 0.9963871456 0.0248907036 0.3028820699 1.0000000000 0.0000010419 0.1095234521 0.3890814860 0.9303931149 0.9981303290 0.9449476978 0.9742086316 0.0007529668 0.5788264895 0.0021125517 0.9999801810 0.9001629513
 0.4499179946 0.5000000000 0.0067633688 0.3432634034 0.9953785764 0.3789991885 0.0031548594 0.9998877592 0.0000027722 0.8694802290 0.9983107017 0.9755592239 0.3357609748 0.4214731332 0.0021315962 0.9944534569 0.0131476810 0.3187723326 0.4457901054 0.9503200146 0.0929581196 0.9383512185 0.0000475354 0.9668183714 0.9731784249 0.0354523087 0.9918287735 0.0002921896 0.1183094251 0.1869084930 0.0345898954 0.0661235848 0.6991847919 0.7151760858 0.0145734126 0.9999974214 0.9313258332 0.0000176041 0.9912925208 0.9996530025 0.9999994919 0.0191890480 0.3290047139 0.9669407247 0.0027771581 0.0403411733 0.0217844290 0.0316451027 0.9969610591 0.0024522891 0.5902826606 0.9999787854 0.8907836338 0.0070546543 0.9961667057 0.9061551002 0.6809764625 0.9779200228 0.8247473719 0.8792539089
 0.4147593538 0.9932366312 0.5000000000 0.3858197442 1.0000000000 0.0008685769 0.9999999994 0.9827819621 0.5149700633 0.9196932637 0.0222173028 0.9998624405 0.9848693245 0.7981125482 0.6257847853 0.0055398234 0.6630137137 0.0399446104 0.0968704108 0.0001204889 0.3939429003 0.9638914409 0.3078061296 0.9925917205 0.0000000000 0.0422841707 0.6734341104 0.0024063030 0.3599646923 0.8145757125 0.9984252087 0.9994514530 0.0000000006 0.6242324127 0.9992904826 0.9896115798 0.0000013191 0.0490906575 0.9999663077 0.1613503527 0.9803371369 0.9999999770 0.2944744441 0.0021384473 0.7844752855 0.3578269966 0.1766949983 0.7029499624 0.9783636905 0.9810383273 0.0154888635 0.0420893497 0.9849106588 0.0143292820 0.9954308059 0.8264430816 0.8918674791 0.9977615040 0.0007793064 0.9936659684
 0.0000776027 0.6567365966 0.6141802558 0.5000000000 0.0000047807 0.9999991223 0.5225950257 0.9383819441 0.0000045271 0.9999647493 0.0024288409 0.8705870799 0.7343401331 0.9999914347 0.9994229951 0.2084310978 0.0000000000 0.0000001030 0.9999974890 0.2629615979 0.0481121876 0.3847479947 0.9896281214 0.0930282974 0.9876109658 0.1064918840 0.9999875777 0.0071859410 0.0023443704 0.0001854344 0.1310506114 0.5816154989 0.8862010999 0.0057036044 0.9929898939 0.9743950585 0.0041301224 0.9966815923 0.1262184239 0.0045172595 0.8357709458 1.0000000000 0.0400742664 0.4476633198 0.9991339577 0.9950686030 0.3772977825 0.9427706623 0.7483604206 0.9983425038 0.0032455040 0.9905684591 0.0850091341 0.9830540608 0.0715874554 0.1872280052 0.3647464839 0.9999999996 0.0818787361 0.9992358863
 0.0003809152 0.0046214236 0.0000000000 0.9999952193 0.5000000000 0.7029060842 0.6816085134 0.0009092734 0.9997064966 0.9899250960 0.9966521813 0.0071764080 0.9941152518 0.8006106228 0.8072477945 0.0000001560 0.9999909609 0.9721934593 0.0009957876 0.0000000735 0.0453164078 0.0155337046 0.2571308256 0.9998172634 0.0000000000 0.9999999895 0.0870934888 0.4682198555 0.0008537730 0.9816610534 0.2189381245 0.5306825728 0.0540089050 0.9998822547 0.9146015731 0.3251094477 0.0048529963 0.9997821040 0.0003404499 0.8905491216 0.9999342216 0.9985856889 0.0000439005 0.1434881430 0.9999711936 0.7555291981 0.0072012482 0.9915573828 0.9475914825 0.9999941648 0.9976912941 0.9430574230 0.1118541054 0.7622688728 0.9985284180 0.3725363378 0.9985642143 0.9996161614 0.9999955787 0.0346135244
 0.9999983586 0.6210008115 0.9991314231 0.0000008777 0.2970939158 0.5000000000 0.9922871457 0.0553988749 0.9583434541 0.0005321685 0.9983616527 0.0003247631 0.0014675031 0.9991127714 0.9647611287 0.0011779382 0.1687797053 0.9999969318 0.9999883755 0.0940283910 0.1299231667 0.1729331804 0.0052246791 0.9999777691 0.0009801013 0.9772299598 0.4331257523 0.0000378978 0.0000000809 0.4524855480 0.9998890875 0.9941886656 0.2889233740 0.9952221137 0.6795012831 0.9450730957 0.0000815052 0.9999992677 0.3568970488 0.9613214493 0.0055220033 0.9265486966 0.0126209340 0.0035659623 0.0000110480 0.0104882297 0.4901543551 0.9999998553 0.0075560517 0.9979988199 0.9985671909 0.0084760417 0.9936363033 0.9999230277 0.0000375937 0.0119505142 0.9223190350 0.0000000038 0.6085189348 0.9947057689
 0.9999999848 0.9968451406 0.0000000006 0.4774049743 0.3183914866 0.0077128543 0.5000000000 0.2268022003 0.0000013043 0.9999999607 0.9093891663 0.2422279636 0.0000000563 0.0132278957 0.4554505136 0.9985425756 0.8633103050 0.0002094094 0.0794464433 0.7336301565 0.5456093394 0.9999998372 0.4386830280 0.0167298524 0.9999999726 0.9979539160 0.1710678849 0.1248172621 0.8076465106 0.9948300517 0.9733121630 0.0729834558 0.0520468633 0.9998744737 0.9748409251 0.9387736486 0.9916366101 0.9999956300 0.8000271083 0.6849465727 0.9172895220 0.0897921158 0.4834071382 0.3110091337 0.1319466502 0.5981155267 0.9998754967 0.9999392724 0.9984147810 0.9987205073 0.0000000001 0.9999199387 0.0282878639 0.0262207192 0.0017016582 0.9525699041 0.8949767420 0.4460061921 0.0001453718 0.9285348241
 0.9999626634 0.0001122408 0.0172180379 0.0616180559 0.9990907266 0.9446011251 0.7731977997 0.5000000000 0.9977112700 0.9986347597 0.9999881363 0.0000020087 0.1560797753 0.1213622658 0.9988328218 0.3005584613 0.9861588889 0.2096432713 0.1462434307 0.0434218436 0.9690393032 0.0002806301 0.4482026407 0.0000004243 1.0000000000 0.0000267565 0.9993827899 0.9255075806 0.9973587987 0.9901637078 0.9549658328 0.0016979194 0.9996203878 0.0454540410 0.9987018272 0.9999885117 0.0545477680 0.3469230614 0.6988724233 0.6835698843 0.0001232231 0.9999999590 0.9999978607 0.2194868920 0.9999731179 0.0208488219 0.1565559174 0.9977899175 0.9999999991 0.9999997553 0.0000000000 0.9999653761 0.1007641632 0.9999310465 0.6232471263 0.9981323827 0.0000000048 0.0000004457 0.0370184393 0.0000298960
 0.0007381109 0.9999972278 0.4850299367 0.9999954729 0.0002935034 0.0416565459 0.9999986957 0.0022887300 0.5000000000 0.9670639855 0.0469076554 0.0263402003 0.0143684622 0.0120550769 0.9991598901 0.4096475497 0.9443021860 0.9921099200 0.8490172756 0.9996047548 0.0003483142 0.0035751477 0.6834264358 0.1549524356 0.0691853679 0.0413605527 0.1494989941 0.0000007712 0.1033396360 0.9975813669 0.4914033996 0.9949366746 0.9237209604 0.4900547677 0.8107564437 0.9923459388 0.3693160326 0.0118767805 0.0916401834 0.9879312993 0.0552838053 0.9999994919 0.3805686074 0.0560688143 0.0299526061 0.7404479707 0.9859924255 0.0358116391 1.0000000000 0.0002530073 0.1263678320 0.8157012804 0.9999296139 0.0719373921 0.0651833165 0.0001223194 0.9454190082 0.5625764599 0.7040780335 0.9189569737
 0.0000008846 0.1305197710 0.0803067363 0.0000352507 0.0100749040 0.9994678315 0.0000000393 0.0013652403 0.0329360145 0.5000000000 0.0029714965 0.9010055561 0.5981873876 0.9997935115 0.9946555696 0.0000633792 0.9999871301 0.4410477941 0.6335641949 0.9956154229 0.0225259665 0.9881968653 0.1523315196 0.4813497060 0.0604701402 0.9997680137 0.2609436348 0.6149735509 0.0004982448 0.9831239197 0.9744171881 0.7982975960 0.9999762196 0.9029046451 0.8842998507 0.0778618477 0.9998988755 0.6762357554 0.9945715997 0.9854272764 0.9977941457 0.9897159769 0.0000324998 0.5401983369 0.9119501788 0.8498749342 0.0012685455 0.0038961299 0.9999999911 0.0004995787 0.0055489001 0.1526457288 0.0000000567 0.9991387774 0.6623860624 0.0089197468 0.8620091393 0.0273677416 0.2946660861 0.0471919507
 0.9479774896 0.0016892983 0.9777826972 0.9975711591 0.0033478187 0.0016383473 0.0906108337 0.0000118637 0.9530923446 0.9970285035 0.5000000000 0.2509859017 0.8372607385 0.7298675004 0.0001212456 0.3714843031 0.9492566360 0.8656138774 0.9589107580 0.0561875471 0.0000012161 0.9921172340 0.7642527238 0.9850610659 0.7716472220 0.4358961261 0.0266206126 1.0000000000 0.0000656523 0.0000057129 0.0033160698 0.9999864222 0.0994224389 0.1657962995 0.0000011187 0.8418184037 0.0000077238 0.1661720234 0.0000001559 0.0189773735 0.7069726754 0.0000670118 0.4027987494 0.9999531618 0.1740878525 0.4298461511 0.9374095704 0.0179493975 0.1700559782 0.1772119211 0.0162035158 0.9998584373 0.6624049175 0.9465753268 0.9999523066 0.7079372812 0.8886193545 0.9998038208 0.5596550446 0.9999681744
 0.9993876021 0.0244407761 0.0001375595 0.1294129201 0.9928235920 0.9996752369 0.7577720364 0.9999979913 0.9736597997 0.0989944439 0.7490140983 0.5000000000 0.9997050352 0.1414566832 0.9999832337 0.2224576269 0.0485005419 0.9927184503 0.0004457253 0.9448227711 0.9366290944 0.0038979386 0.0830408792 0.1350217918 0.4988917388 0.0793718911 0.0142782022 0.8748655928 0.2147707290 0.2937525578 0.4720159272 0.9999948300 0.9999997964 0.9998357527 0.5037953039 0.9973474545 0.8027140634 0.9999112323 0.0103089104 0.0000260188 0.9996344112 0.1732183199 0.0000007125 0.1214193935 0.4704069801 0.4777846542 0.0031031962 0.9996385803 0.9999998700 0.2246572562 0.5137384329 0.7396175608 0.0682111193 0.0095648929 0.9667741864 0.8581599288 0.8761968594 0.0000251582 0.0168576421 0.9999536166
 0.9997207516 0.6642390252 0.0151306755 0.2656598669 0.0058847482 0.9985324969 0.9999999437 0.8439202247 0.9856315378 0.4018126124 0.1627392615 0.0002949648 0.5000000000 0.0000623480 0.7477042320 0.5319179566 0.1503233840 0.9999615094 0.5582449778 0.8694561455 0.8934806252 0.0266751402 0.9562060920 0.0000001374 0.0000371622 0.5407882494 0.9999183087 0.1636617066 0.0000496591 0.0186562226 0.8523179069 0.9992438372 0.9999999934 0.8419659833 1.0000000000 0.9995778289 0.0000006882 0.5930237508 0.2491106735 0.1848168922 0.5242804478 0.0004890832 0.9763370650 0.8200460673 0.9965138466 0.9999994888 0.7738342247 0.8164430950 0.9999785305 0.9997217542 0.9994099964 0.4177319270 0.8418943629 0.7586927763 0.4842626311 0.9998823518 0.9971535146 0.0842398380 0.7803897917 0.0620988180
