n: 80

c:
[
 0.5000000000 0.0021106607 0.4451207563 0.5387583373 0.0033346248 0.9999998929 0.9902807256 0.0894846589 0.1503897287 0.0352896028 0.0222733510 0.9442713299 0.8647191253 0.9994306682 0.4134133429 0.0118287065 0.4492692991 0.0085403075 0.0000323074 0.9330329748 0.8886059514 0.0070362953 0.0086577791 0.9837144317 0.9999979018 0.1437757051 0.2286498711 0.9946151261 0.0000008152 0.0000004484 0.9908863053 0.9388595151 0.0515699929 0.3274855486 0.0001221454 0.9965099186 0.0432933799 0.9999996328 0.0026236249 0.6874124525 0.9930332218 0.0200076370 0.9998248871 0.0246528583 0.0445470064 0.9999353848 0.9999857858 0.2819879512 0.9972317948 0.0001741622 0.9810578413 0.0113758806 0.9504383634 0.0030531482 0.5563073544 0.0069882113 0.2994522310 0.8282250785 0.4955920358 0.0021917085 0.1256639943 0.9342855734 0.0000003108 0.7030373909 0.9999545685 0.9450184613 0.5856927996 0.0738254052 0.7793422733 0.0554578814 0.2207906158 0.0012230915 0.1912371539 0.3932750087 0.7567255141 0.9987467755 0.0001646239 0.1296523390 0.4373930832 0.8841127272
 0.9978893393 0.5000000000 0.9999977731 0.6086365985 0.8380768216 0.0377477879 0.9845497361 0.0576297754 0.6790512113 0.7942179304 0.2031760409 0.4415214011 0.8724383242 0.0164672837 0.0008178082 0.2045678386 0.0000000124 0.2627438251 0.6779259887 0.3726709971 0.4538690403 0.0394970011 0.9970976145 0.1915318841 0.0411595270 0.9984517485 0.0016216509 0.0073691194 0.0000000033 0.9984047576 0.9999767999 0.0065137011 0.0000000000 0.7317545338 0.0266475370 0.0849777247 0.9995165524 0.8209550633 0.0006602258 0.0000000743 0.0064788908 0.1881922060 0.0006996757 0.6099884634 0.9968904274 0.4037856472 0.2185438862 0.9719760338 0.3353348942 0.0000050801 0.0000665125 0.3672245085 0.9793799230 0.4489569527 0.3173512180 0.7351512845 0.3353707434 0.3117116574 0.9976554213 0.9974995555 0.9601736254 0.9981278438 0.0306964264 0.2659443293 0.6916169725 0.0108540126 0.9997391989 0.1434608521 0.0181456271 0.0584387976 0.0402073427 0.0000001697 0.9996658584 0.0000589974 0.1943286550 0.1681340767 0.4457070827 0.1876484757 0.3433624180 0.8766125808
 0.5548792437 0.0000022269 0.5000000000 0.9804410237 0.8862502130 0.0013543119 0.2105196716 0.9996245566 0.0267887422 0.9977546030 0.9999999814 0.0012638351 0.9999993184 0.9933598285 0.9434285907 0.0124481282 0.9622405786 0.0865122069 0.9999980547 0.0004535401 0.0456439308 0.0129291648 0.9992901547 0.0148232436 0.1871846278 0.9139673631 0.0000137058 0.8397565752 0.1633171533 0.9921089832 0.0115127223 0.8814006302 0.0022001373 0.8199090993 0.7518091208 0.9999987523 0.0203200283 0.8296558305 0.9962750751 0.0206066712 0.5681103612 0.0000002524 0.0005598419 0.9682773930 0.0025472435 0.4870057662 0.0068161019 0.8519323617 0.0000003228 0.9999983675 0.9727668288 0.1200283395 0.9891465635 0.0020487683 0.8419019529 0.0127634707 0.0000053101 0.9647252524 0.5741328009 0.7733453564 0.9999971216 0.9999959060 0.1716135003 0.0000439094 0.9894919543 0.9477693694 0.9560004808 0.9999850400 0.9813631713 0.9891444080 0.0000003478 0.0066850237 0.9940447332 0.1166671736 0.0032914475 0.0863614205 0.9987875974 0.9739505217 0.0000016621 0.4368610765
 0.4612416627 0.3913634015 0.0195589763 0.5000000000 0.0042495583 0.0060483847 0.9963776541 0.0005043439 0.9480087009 0.2813025854 0.4463678268 0.8389537136 0.9891632602 0.0072119892 0.9773394377 0.4103400253 0.9997411431 0.6310469193 0.0000000000 0.0327799788 0.9334275232 0.7962298704 0.9972000074 0.4889181924 0.9999991305 0.9942898539 0.0003313499 0.6640507039 0.0039140037 0.0000001642 0.1892754983 0.9999886111 0.0001989835 0.9589718612 0.9880529414 0.2740364793 0.9983333745 0.6855422359 0.3056100745 0.0007616947 0.5208829111 0.8678805503 0.0039276173 0.4560083405 0.9622834639 0.0394126742 0.0160756302 0.9999993540 0.0000000000 0.0497012384 0.0634248147 0.9416967754 0.0000103919 0.0001819920 0.3868665645 0.0957089179 0.0028445185 0.9947153655 0.0000167438 0.9997280634 0.6494099062 0.0005086936 0.7278675816 0.0361362094 0.0000476396 0.1106869199 0.0456437067 0.0009084218 0.0243587337 0.0036042074 0.0011066366 0.0010464765 0.4186520241 0.0000068279 0.9994322880 0.8232269681 0.0029549294 0.0002457334 0.9999729158 0.3715904755
 0.9966653752 0.1619231784 0.1137497870 0.9957504417 0.5000000000 0.0626669175 0.0533018462 0.9999913621 0.9123353647 0.1382642387 0.9941065332 0.9634847947 0.9989046436 0.3160664881 0.0004932441 0.9542126072 0.0001046993 0.9954660070 0.8553094136 0.9980717847 0.9633200382 0.9089757557 0.9473845347 0.0197064677 0.9671967492 0.9999698642 0.7554070713 0.0000103778 0.2105778445 0.2873446870 0.9834567358 0.2807503404 0.0000004278 0.5832086491 0.1387026287 0.0001040596 0.9849834690 0.0861707559 0.9916200361 0.0827034224 0.2449473097 0.0251332620 0.9981689836 0.4792628813 0.0165921141 0.9999992001 0.5198072299 0.9999757179 0.1471995450 0.0000617727 0.1102739697 0.2222935979 0.7175599061 0.0000000208 0.6458707364 0.0981841828 0.2463355190 0.6050271566 0.1692625306 0.9999844666 0.7099513863 0.0000577647 0.1264693584 0.9995081159 0.0481218081 0.8130471439 0.3174980141 0.9999999864 0.0001157719 0.3099299868 0.9870532067 0.8879687766 0.9999997196 0.0000002765 0.0000106863 0.9991410167 0.5452445923 0.0072990820 0.9514162677 0.9342465253
 0.0000001071 0.9622522121 0.9986456881 0.9939516153 0.9373330825 0.5000000000 0.9999999259 0.2900462842 0.9843858123 0.1442507424 0.9852763797 0.0000000330 0.9999988323 0.2008938223 0.9998306992 0.9999172152 0.9873014650 0.8753290916 0.0014656913 0.9785745138 0.6303984389 0.7356602785 0.4469155473 0.0169868833 0.9997698442 0.9737078057 0.9957864519 0.0000000004 0.0124424748 0.1627137840 0.9999960299 0.9999998217 0.5434567908 0.2509071612 0.0005841662 0.9992610928 0.3626955422 0.4032161427 0.0070069515 0.6842763332 0.7778780053 0.9554708160 0.8696743704 0.3768583295 0.4779824662 0.9999990538 0.0968868256 0.0189370292 0.0000000000 0.9999992839 0.5059458824 0.0005597744 0.0061886201 0.9248537880 0.9989271671 0.9999999962 0.2440335430 0.0409770780 0.9907217873 0.9999996174 0.9799789025 0.0000109811 0.0000018587 0.0020770488 0.8442625549 0.9284653688 0.9999873199 0.0227976521 0.0090284703 0.0953795419 0.2146733648 0.9921241818 0.9108757212 0.9999862626 0.8843759712 0.0010341019 0.9999999914 0.0000000052 0.9999370467 0.9892662847
 0.0097192744 0.0154502639 0.7894803284 0.0036223459 0.9466981538 0.0000000741 0.5000000000 0.7956568674 0.3713672692 0.0155131787 0.0605182266 0.0035772668 0.9959879455 0.0631443767 0.1841393267 0.2317517378 0.9858719062 0.0014984396 0.1244626978 0.0000000000 0.0000000004 0.0009092423 0.0319498135 0.9055491520 0.8465578682 0.0719464356 0.1062628742 0.9086779579 0.9999991223 0.8654376626 0.9973428927 0.0027427497 0.9999999448 0.0086286567 0.6988675815 0.0717323441 0.1644784266 0.0242474591 0.6225387039 0.3618739281 0.0320364125 0.5139831481 0.9548764535 0.0861488746 0.7339494763 0.9993745807 0.9819877951 0.9991950447 0.0036364785 0.0176633438 0.8828992786 0.8312125552 0.3575053077 0.9198445034 0.1710257494 0.0000011637 0.9995333286 0.1252889300 0.4450990686 0.3699487362 0.9910317195 0.4725989010 0.9956307784 0.0874481948 0.8698088431 0.0947298060 0.0000019006 0.9803367465 0.9418820490 0.0043667654 0.0000102194 0.9998441575 0.9999988253 0.9999796542 0.0209650700 0.9998568564 0.0383561624 0.0206266366 0.0000006374 0.9915438640
 0.9105153411 0.9423702246 0.0003754434 0.9994956561 0.0000086379 0.7099537158 0.2043431326 0.5000000000 0.9953641298 0.9331040729 0.6090320686 0.8477888662 0.0159042087 0.0981928887 0.9982527358 0.9999999677 0.0024675413 0.0000009667 0.0703188743 0.9999948168 0.0000003323 0.9999805206 0.0927863821 1.0000000000 0.5629906026 0.9997309170 0.9999986567 0.0064285146 0.9351169999 0.0401201457 0.0056653224 0.9999497195 0.9997494565 0.9054453857 0.0442185353 0.0173392749 0.8573157975 0.0000001106 0.3073431462 0.0939265707 0.5631828184 0.1422391381 0.9917363518 0.9999997923 0.9933239554 0.0000906554 0.0091699230 0.9372841053 0.7573471919 0.9976973378 0.9855333362 0.5433944610 0.8203314887 0.2825226165 0.9985368738 0.0075124205 0.0462722244 0.8739869837 0.9999777046 0.9571511026 0.9982140271 0.9992694869 0.0262293044 0.8109986476 0.0805135658 0.0764948532 0.9999878924 0.9925658429 0.0501011156 0.9999994104 0.9979776219 0.3410360620 0.9999068064 0.0155572544 0.9993104024 0.6924541393 0.7282868022 0.0000027464 0.9152733437 0.1111889611
 0.8496102713 0.3209487887 0.9732112578 0.0519912991 0.0876646353 0.0156141877 0.6286327308 0.0046358702 0.5000000000 0.0000055457 0.0007506099 0.0000000331 0.0752949181 0.9825694926 0.8756758534 0.9999796772 0.0352087244 0.0002986245 0.5880303220 0.5403862288 0.9934444535 0.0002184121 0.1029791528 0.9739678021 0.0000015523 0.9900196147 0.5442981192 0.9944009341 0.9997492115 0.8432703550 0.7102889153 0.9999385115 0.9357631164 0.9955074008 0.0008357311 0.3540060315 0.9992662735 0.9245417803 0.9998007327 0.7639097634 0.0260906161 0.4568674198 0.7823187802 0.9965092527 0.9339237782 0.1972040547 0.5727992857 0.9988797995 0.0711549974 0.3039863892 0.9330914782 0.0025328944 0.4641398950 0.2343119078 0.9996502909 0.0015678063 0.6175069060 0.9629780309 0.9555773765 0.8103975796 0.7825991743 0.9999998083 0.7633038925 0.0919095097 0.3244618004 0.5161925796 0.9999991561 0.9999985170 0.4826247141 0.4224168970 0.0868351243 0.6440312214 0.0001094650 0.6058279421 0.0000004471 0.0401522122 0.0000022887 0.0000033598 0.1568202502 0.9994919187
 0.9647103972 0.2057820696 0.0022453970 0.7186974146 0.8617357613 0.8557492576 0.9844868213 0.0668959271 0.9999944543 0.5000000000 0.9605286174 0.6094829352 0.9997322475 0.1731581223 0.2633170995 0.0324703776 0.0000992244 0.0308620083 0.7347995494 0.0000246234 0.9767399133 0.9989669456 0.0072801771 0.9831698591 0.9999984017 0.9890260153 0.6467819117 0.0320864000 0.3074824541 0.7790050058 0.9626000084 0.9677408991 0.6375039271 0.9998024319 0.9847212994 0.9999481582 0.0642001557 0.9781195768 0.0266052701 0.9533153924 0.0043683078 0.9996333707 0.0241582233 0.9999991538 0.1345890085 0.8738808213 0.9983717078 0.0739030253 0.8400114195 0.7231820815 0.0000006429 0.8890851443 0.3261089148 0.3019652394 0.9886621169 0.9908198148 0.9985204863 0.0000000439 0.3443524712 0.0001756105 0.0386252522 0.1426405978 0.9992207965 0.1432543259 0.9978872532 0.9178697605 0.9306702963 0.4933524750 0.9998490739 0.9999831784 0.3939587088 0.9524200190 1.0000000000 0.9997917040 0.0000216433 0.7400534825 0.1886111619 0.0280083618 0.9790258869 0.9780544192
