n: 22
m: 37
c:
[
 0.5 0 1 1 1 1 0.8108108 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0.5 1 1 1 1 0.8108108 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 0 0 0.5 1 1 1 0 1 1 1 1 1 1 0.9459459 0.7297297 1 1 1 1 1 1 1
 0 0 0 0.5 0 1 0 0 1 1 1 1 0 0 0 0.6521739 1 1 0 1 1 1
 0 0 0 1 0.5 1 0 1 1 1 1 1 1 0 0.0540541 0.9130435 1 1 1 1 1 1
 0 0 0 0 0 0.5 0 0 0.7142857 1 1 0.75 0 0 0 0 1 1 0 1 0.3243243 0.5882353
 0.1891892 0.1891892 1 1 1 1 0.5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 0 0 0 1 0 1 0 0.5 1 1 1 1 0.5405405 0 0 0.7391304 1 1 1 1 1 1
 0 0 0 0 0 0.2857143 0 0 0.5 1 0.5 1 0 0 0 0.5 0.5 0.5 0 0.5 0 0
 0 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0 0 0 0.5 0.5 0.5 0 0.5 0 0
 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0.5 0 0 0 0 0.5 0 0.5 0.2608696 0 1
 0 0 0 0 0 0.25 0 0 0 0.5 0.5 0.5 0 0 0 0.5 1 0.5 0 1 0 0
 0 0 0 1 0 1 0 0.4594595 1 1 1 1 0.5 0 0 0.7391304 1 1 0.1428571 1 1 1
 0 0 0.0540541 1 1 1 0 1 1 1 1 1 1 0.5 0.5135135 0.9130435 1 1 1 1 1 1
 0 0 0.2702703 1 0.9459459 1 0 1 1 1 1 1 1 0.4864865 0.5 1 1 1 1 1 1 1
 0 0 0 0.3478261 0.0869565 1 0 0.2608696 0.5 0.5 1 0.5 0.2608696 0.0869565 0 0.5 0.5 1 0.5 1 1 1
 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0 0 0 0 0.5 0.5 0.5 0.5 1 0 0
 0 0 0 0 0 0 0 0 0.5 0.5 1 0.5 0 0 0 0 0.5 0.5 0.5 1 0 0.5
 0 0 0 1 0 1 0 0 1 1 0.5 1 0.8571429 0 0 0.5 0.5 0.5 0.5 0.5 1 1
 0 0 0 0 0 0 0 0 0.5 0.5 0.7391304 0 0 0 0 0 0 0 0.5 0.5 0 0.5925926
 0 0 0 0 0 0.6756757 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0.5 0.9117647
 0 0 0 0 0 0.4117647 0 0 1 1 0 1 0 0 0 0 1 0.5 0 0.4074074 0.0882353 0.5
]
