n: 43
m: 14
c:
[
 0.5 0 0.5 0 0 0 0.5 0 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0 0.5 0 0 1 0 0.5 0 0.5 0 0 0.5 0.5 0 0.5 0 0 0 0.5 0 0.5 0 0 0 0.5 0.5 0
 1 0.5 0.2 0.2 0.4 0 0 0.25 0 0.5 0.5 0.5 0 0.5 0.1428571 0.25 0 0 0 0.1111111 0.5 0.25 0.5 0.1111111 0 0 0 0.3333333 1 0.4 0.4 0 0 0 0 0 0.6666667 0.2222222 0.3333333 1 0 1 0
 0.5 0.8 0.5 0.5 1 0 0.3333333 0.5 0 1 1 1 0.2857143 0.75 0.2222222 0 0 1 0.1 0 0.5 0.3 1 0.5555556 0.5 0.3 0 0.75 1 0 0.4285714 0 0 0.1 0.5 0.2 1 0.6666667 0.5 0.5 0.3333333 0 0
 1 0.8 0.5 0.5 0.6666667 0 1 0.5555556 0.1111111 1 1 1 0.1666667 1 0 0.5 0 1 0.2222222 0 1 0.6666667 1 0.625 0.5 0.4444444 0.1428571 0.75 1 0 0.8 0 0 0 0.5 0.1111111 0.8333333 0.625 0.6666667 0 0.6666667 0.5 0
 1 0.6 0 0.3333333 0.5 0 0.3333333 0.2 0 0 0.5 1 0 0.5 0.2 0 0 0.3333333 0 0.1666667 0.5 0.2 0 0.6 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0.5 0.4 0 1 0 0.5 0
 1 1 1 1 1 0.5 1 1 1 1 1 1 0.7272727 1 1 1 0.8571429 1 1 0.9285714 1 1 1 1 1 1 0.6666667 1 1 1 1 0.8571429 0.5 0.7142857 1 0.5714286 1 1 1 1 1 1 0.8571429
 0.5 1 0.6666667 0 0.6666667 0 0.5 0 0 0 0.5 1 0 0 0.25 0.3333333 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0.5 0.25 0 0 0 0 0.5 0 1 0 0 0.5 0 1 0
 1 0.75 0.5 0.4444444 0.8 0 1 0.5 0.1538462 1 1 1 0.2 1 0.4545455 1 0 1 0.0769231 0.1538462 1 0.6153846 1 0.5833333 0.5 0.0769231 0 0.25 1 0.6 1 0 0 0 0.5 0 1 0.5833333 0.3076923 1 0 1 0
 1 1 1 0.8888889 1 0 1 0.8461538 0.5 1 1 1 0.1818182 1 0.5 0.75 0.6428571 0.6666667 0.5 0.4285714 0.5 1 1 0.8461538 0 0.6428571 0.5 1 1 1 1 0.4285714 0.2142857 0.2857143 0 0.3571429 1 0.9230769 0.5 1 1 1 0.4285714
 0.5 0.5 0 0 1 0 1 0 0 0.5 0.5 1 0.5 0.5 0 0.5 0 1 0 0 0.5 0 0 1 0.5 0 0 0 0.5 0.5 0.5 0 0 0 0.5 0 0 0.5 0.3333333 0.5 0 0.5 0
 0.5 0.5 0 0 0.5 0 0.5 0 0 0.5 0.5 0.5 0 0 0 0.5 0 0.5 0 0 0.5 0 0.5 0 0.5 0 0 0.5 0.5 0.5 0 0 0 0 0.5 0 0 0 0 0.5 0.5 0.5 0
 0.5 0.5 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0.5 0 0.5 0 0 0 0 0.5 0 0 0.5 0.5 0 0.5 0 0.5 0.5 0.5 0 0 0 0.5 0 0.5 0.5 0 0.5 0 0.5 0
 1 1 0.7142857 0.8333333 1 0.2727273 1 0.8 0.8181818 0.5 1 0.5 0.5 1 0.6666667 1 0.6363636 1 0.6363636 0.7272727 0.5 0.9 0.5 0.9090909 0 0.8181818 0.4545455 1 1 1 1 0.6363636 0.0909091 0.6363636 1 0.3636364 0.8333333 0.9090909 0.8181818 1 0.5 1 0.6363636
 0.5 0.5 0.25 0 0.5 0 1 0 0 0.5 1 0.5 0 0.5 0 0.5 0 0.5 0 0 0.5 0 0.5 0 0.5 0 0 0.5 0.5 1 0 0 0 0 0.5 0 0.25 0 0 0.5 0.5 0.5 0
 0.5 0.8571429 0.7777778 1 0.8 0 0.75 0.5454545 0.5 1 1 1 0.3333333 1 0.5 0.6666667 0.3333333 1 0.4166667 0.0833333 1 0.8181818 1 0.5454545 1 0.5833333 0.3 1 1 0.75 0.625 0.4166667 0.3333333 0.1666667 1 0.4166667 0.8571429 0.6363636 0.5833333 0.5 1 0.5 0.4166667
 0.5 0.75 1 0.5 1 0 0.6666667 0 0.25 0.5 0.5 0.5 0 0.5 0.3333333 0.5 0 0 0 0 0 0 0.5 0.25 0 0.25 0.25 0.5 0.5 0.25 0.6666667 0.25 0 0 0 0 0.5 0 0 0.5 0.5 1 0.25
 1 1 1 1 1 0.1428571 1 1 0.3571429 1 1 1 0.3636364 1 0.6666667 1 0.5 1 0.5714286 0.7142857 1 1 1 1 1 0.5 0.3333333 1 1 1 1 0.2857143 0.2857143 0.3571429 1 0.5 1 0.8461538 0.5 1 1 1 0.4285714
 0.5 1 0 0 0.6666667 0 1 0 0.3333333 0 0.5 1 0 0.5 0 1 0 0.5 0 0 0 0 0 1 0 0.3333333 1 0 0.5 1 0.5 0.3333333 0 0 1 0 0.5 0.5 0 0.5 0 0.5 0.3333333
 1 1 0.9 0.7777778 1 0 1 0.9230769 0.5 1 1 1 0.3636364 1 0.5833333 1 0.4285714 1 0.5 0.5714286 1 0.9230769 1 0.9230769 1 0.6428571 0.5 0.75 1 1 1 0.4285714 0.0714286 0.2857143 1 0.4285714 1 1 0.5 1 0.6666667 1 0.3571429
 1 0.8888889 1 1 0.8333333 0.0714286 1 0.8461538 0.5714286 1 1 1 0.2727273 1 0.9166667 1 0.2857143 1 0.4285714 0.5 0.5 1 1 0.7692308 0 0.5 0.3333333 1 1 0.8333333 1 0.4285714 0.2857143 0.4285714 1 0.3571429 1 0.6923077 0.4285714 1 1 1 0.5
 0 0.5 0.5 0 0.5 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0 1 0 1 0 0.5 0.5 0 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 1 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5
 1 0.75 0.7 0.3333333 0.8 0 1 0.3846154 0 1 1 1 0.1 1 0.1818182 1 0 1 0.0769231 0 1 0.5 1 0.3333333 0.5 0.1538462 0.0909091 0.75 0 0.8 0.3333333 0 0.0769231 0 0.5 0.2307692 0.8571429 0.4166667 0.3076923 1 0.6666667 1 0
 0.5 0.5 0 0 1 0 1 0 0 1 0.5 1 0.5 0.5 0 0.5 0 1 0 0 0.5 0 0.5 0.5 0.5 0 0.5 0 0.5 0.5 0.5 0 0 0 0.5 0 0.5 0.5 0 0.5 0 0.5 0
 1 0.8888889 0.4444444 0.375 0.4 0 1 0.4166667 0.1538462 0 1 0.5 0.0909091 1 0.4545455 0.75 0 0 0.0769231 0.2307692 0.5 0.6666667 0.5 0.5 0 0 0 0.3333333 1 0.8333333 1 0 0 0 0 0 0.7142857 0.4615385 0.1538462 1 0 1 0
 0.5 1 0.5 0.5 1 0 0.5 0.5 1 0.5 0.5 0.5 1 0.5 0 1 0 1 0 1 0 0.5 0.5 1 0.5 1 1 0.5 0.5 1 0.5 1 0 0 1 1 0.5 1 1 0.5 0.5 0.5 1
 1 1 0.7 0.5555556 1 0 1 0.9230769 0.3571429 1 1 1 0.1818182 1 0.4166667 0.75 0.5 0.6666667 0.3571429 0.5 0.5 0.8461538 1 1 0 0.5 0.0833333 0.75 1 1 1 0.2857143 0 0 0 0.1428571 1 0.9230769 0.5714286 1 0.6666667 1 0
 1 1 1 0.8571429 1 0.3333333 1 1 0.5 1 1 0.5 0.5454545 1 0.7 0.75 0.6666667 0 0.5 0.6666667 0.5 0.9090909 0.5 1 0 0.9166667 0.5 1 1 1 1 0.3333333 0 0.5 0 0.5833333 1 0.9166667 0.75 1 0 1 0.5
 0.5 0.6666667 0.25 0.25 1 0 1 0.75 0 1 0.5 1 0 0.5 0 0.5 0 1 0.25 0 0.5 0.25 1 0.6666667 0.5 0.25 0 0.5 0.5 0.5 0 0 0.25 0 0.5 0.25 0.5 0.6666667 0.5 0.5 0.3333333 0.5 0
 0.5 0 0 0 0.5 0 0.5 0 0 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 0 0 0.5 1 0.5 0 0.5 0 0 0.5 0.5 0.5 0 0 0 0 0.5 0 1 0 0 0.5 0.5 0.5 0
 1 0.6 1 1 0.5 0 0.75 0.4 0 0.5 0.5 0.5 0 0 0.25 0.75 0 0 0 0.1666667 0.5 0.2 0.5 0.1666667 0 0 0 0.5 0.5 0.5 0.5 0 0 0 0 0 1 0.1666667 0 1 0.5 1 0
 0.5 0.6 0.5714286 0.2 1 0 1 0 0 0.5 1 0.5 0 1 0.375 0.3333333 0 0.5 0 0 0.5 0.6666667 0.5 0 0.5 0 0 1 1 0.5 0.5 0 0 0 0.5 0 0.8333333 0.3333333 0.1111111 0.5 0.5 1 0
 1 1 1 1 1 0.1428571 1 1 0.5714286 1 1 1 0.3636364 1 0.5833333 0.75 0.7142857 0.6666667 0.5714286 0.5714286 0.5 1 1 1 0 0.7142857 0.6666667 1 1 1 1 0.5 0.0714286 0.2857143 0 0.5 1 0.9230769 0.7142857 1 1 1 0.2857143
