n: 17
m: 15
c:
[
 0.5 1 1 1 0.8888889 1 1 1 1 1 1 1 1 0.5 1 1 1
 0 0.5 0 0 0.1111111 0 1 0.1666667 0.5 0.6666667 0 0.5 0 0 0 0 0
 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 1 0.5 0.5 0.5 0.5 0.5 1 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.1111111 0.8888889 0.5 0.5 0.5 0 1 0.6666667 0.5 1 0 0.5 0.5 1 0.5 0 1
 0 1 0.5 0.5 1 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0.8333333 0.5 0 0.3333333 0.5 0.5 0.5 1 0.6666667 0.5 1 1 0.5 0.5 0.5 1
 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5
 0 0.3333333 0.5 0 0 0.5 0.5 0.3333333 0.5 0.5 0 0.5 0 0.5 0.5 0 0.5
 0 1 0.5 0.5 1 0.5 0.5 0.5 0.5 1 0.5 0.5 1 0.5 0.5 1 0.5
 0 0.5 0.5 0.5 0.5 0.5 0.5 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 1 0.5 0.5 0.5 0.5 0.5 0 0.5 1 0 0.5 0.5 0.5 0.5 1 0.5
 0.5 1 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5
 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 1 0.5 0.5 1 0.5 0.5 0.5 0.5 1 0 0.5 0 1 0.5 0.5 0.5
 0 1 0.5 0.5 0 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
]
