n: 250
m: 939
c:
[
 0.5 0.4736842 0.2727273 0.2222222 0.3888889 0 0.2857143 0.3636364 0.3571429 0.7142857 0.5714286 0.3157895 0.5 0.4 0.2941176 0.6923077 0.6666667 0.6923077 0.625 0.6666667 0.3333333 0.4166667 0.8181818 1 0.6153846 0.5263158 0.8 0.3157895 0.7333333 0.8333333 0.4545455 0.7142857 0.6666667 1 0.6 0.5 0.6666667 0.75 0.5 0.5333333 0.4615385 1 1 0.8571429 0.5 0.5 0.8333333 0.5454545 0.8181818 0.4545455 0.6923077 0.7142857 0 0.8 1 0.5 0.5 0 0.5 1 0.6666667 0.625 0.5 0.6666667 0.4285714 1 0.6428571 0.75 1 0.6666667 0.5 0 0.5 0.5 0.5 0.4 0.6153846 0.3 0.1538462 1 0.5333333 0.6923077 0.3157895 0.7142857 0.375 0.4285714 1 0.6666667 1 1 0.3333333 0.4 0.5 0 0.3333333 0.8 0 1 0.4 0.6666667 1 0.5 0.8 0.5 0.25 0.5 0.5 1 0.625 1 1 0.5 1 0.8571429 0.3076923 0.5 1 0.5 0.6666667 0.5 0.8 1 1 0.5 0.3333333 0.5 0.5 0 1 1 0.9090909 0.5 0.8 1 1 0.5 1 0.3333333 0.5 0.5714286 0.5 0.5 0.5 1 1 1 0.6666667 0.75 0.5 0.5 0.5 1 0 0.5 1 0 1 0.5 0.75 0.8 1 1 1 0.5 0 0.6666667 0.4 1 0.5 1 0.5 1 0.5 0.5 0.5 0.8 0.75 0.3333333 1 0.75 0.6666667 0.5 0.5 1 1 0.75 0.5 0.5 1 1 0.5 1 0.6666667 0 0.5 0.5 0.6666667 0.5 0 1 0.5 0.5 1 0.5 0.5 1 1 1 0.5 1 1 0 0.5 0.5 0.5 0.5 0.5 1 0 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 0.5 1 0.5 1 0.5 0.5 0.5 0 1 0.5 0.5 0.5 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5263158 0.5 0.6060606 0.5438596 0.4848485 0.5 0.4722222 0.53125 0.4761905 0.6976744 0.8947368 0.5185185 0.8333333 0.6034483 0.5762712 0.7837838 0.8666667 0.8409091 0.6491228 0.8363636 0.4545455 0.7115385 0.6027397 0.8 0.8571429 0.7 0.9534884 0.5769231 0.6779661 0.862069 0.65 0.9166667 0.8409091 0.7857143 0.9615385 0.5483871 0.9655172 0.8666667 0.8333333 0.7166667 0.7222222 0.5 0.6666667 0.9285714 0.75 0.6341463 0.9090909 0.6666667 0.9166667 0.75 0.875 0.8235294 1 0.8666667 0.6046512 1 0.6666667 1 1 0.75 0.6410256 0.8888889 0.9166667 0.9411765 0.7173913 0.9 0.7058824 0.9056604 0.8666667 0.6666667 0.75 0.7692308 0.5 0.8148148 0.9230769 0.4242424 0.6585366 0.6764706 0.45 0.7368421 0.6756757 0.8484848 0.5423729 0.76 0.5238095 0.75 0.8636364 0.9090909 0.9 0.7826087 0.5 0.5789474 1 1 0.4285714 0.8235294 0.6666667 0.8 0.5714286 0.875 0.9555556 0.8571429 0.9666667 0.8181818 0.6666667 1 1 1 0.8275862 0.9090909 1 0.5 1 0.8888889 0.6111111 0.3333333 1 0.8095238 1 0.8888889 0.9130435 0.8571429 1 1 0.625 0 0.6666667 0.9333333 0.9130435 0.9 0.7894737 1 0.7777778 0.9090909 1 1 1 0.8888889 0.9411765 0.9117647 0.8571429 1 1 0.7857143 0.875 1 1 1 1 0.7142857 1 0.75 0.4375 1 0.8571429 0.8 0.8235294 0.8888889 0.8461538 0.8333333 0.7307692 1 1 0.9375 1 0.6666667 0.625 1 0.5 1 1 0.875 0.7142857 0.5 0.4 1 0.6153846 0.75 1 1 0.8235294 0.6666667 0.625 0.9090909 1 0.8 0.5 0.8461538 1 1 1 0.8571429 1 0.5 0.5 1 1 0.8 0.6666667 1 0.25 0.6666667 0.9230769 1 0.5 1 1 1 1 0.6 0.5 0.5 1 1 0.5 1 0.5 1 0.5 0.5 0.5 0.5 0.5 1 0.5 1 0 1 0.5 1 0.5 0.5 1 0.5 0.6666667 1 1 0.5 0.8 0.5 0.6666667 1 0.5 1 1 1 0.5 1 1 0.5
 0.7272727 0.3939394 0.5 0.4054054 0.4 0.5 0.5277778 0.3658537 0.4736842 0.6956522 0.6842105 0.4324324 0.7142857 0.5428571 0.3793103 0.6666667 0.7586207 0.8 0.5882353 0.7916667 0.2727273 0.5714286 0.6785714 0.9333333 0.7333333 0.6774194 0.8666667 0.4642857 0.7333333 0.8666667 0.5454545 0.8571429 0.6666667 1 0.75 0.5135135 0.8275862 0.7272727 0.5 0.5483871 0.7 1 0.75 1 0.6666667 0.4285714 0.7857143 0.72 0.7916667 0.5833333 0.7894737 0.6296296 0.875 0.8125 0.5909091 1 0.5 0.6666667 0.6666667 0.8333333 0.4642857 0.7619048 0.9 0.9 0.7894737 1 0.625 0.6842105 1 0.4 1 0.625 0.5 0.6428571 0.625 0.3666667 0.6111111 0.5714286 0.2857143 0.7142857 0.4736842 0.6956522 0.4411765 0.5625 0.5714286 0.5714286 0.875 0.9047619 1 1 0.4615385 0.4666667 0.25 0.6666667 0.25 0.4285714 0 0.9090909 0.4444444 0.5 0.8125 0.75 0.9 1 0.3333333 0.5 0.8 0.8888889 0.8181818 1 1 0.5 1 0.7894737 0.4285714 0.5 0.75 0.9 0.7333333 1 0.8823529 1 1 1 0.5 0 0.5 0.6666667 0.875 0.875 0.826087 0.3333333 0.6666667 0.8571429 0.8181818 0 0.6666667 0.7142857 0.8571429 0.75 0.8 0.8 0.6666667 1 1 1 0.75 0.8181818 1 0.75 0.6666667 1 0.25 1 1 0 1 1 0.6666667 1 0.8181818 0.8 0.75 0.8 0.3333333 0.75 0.6 1 0.25 0.8888889 1 1 0.75 0.5 1 0.8333333 0.5 0.75 1 0.6666667 0.9 0.6 0 1 0.8 1 0.75 0.8571429 1 1 1 1 0.6666667 0 1 1 0.5 0.8 0.3333333 1 0.6666667 0.5 1 1 0.5 0.5 1 0.5 0.5 0.8 1 0 1 1 1 1 0.5 1 0.5 0.5 0 1 0.5 1 0.5 1 0.5 1 0.5 1 0.5 0.5 1 0.5 1 0.5 1 1 1 0.5 0.5 1 0.5 0.5 1 1 0.5 1 1 0.5
 0.7777778 0.4561404 0.5945946 0.5 0.453125 1 0.5517241 0.4461538 0.5652174 0.7560976 0.6111111 0.5087719 0.6666667 0.5531915 0.5714286 0.8965517 0.7321429 0.7608696 0.5869565 0.8292683 0.2222222 0.7021277 0.6326531 0.9375 0.8611111 0.7173913 0.7037037 0.5098039 0.6938776 0.8235294 0.5 0.8064516 0.6296296 1 0.84 0.6808511 0.8125 0.7142857 0.75 0.6166667 0.65625 1 0.6666667 0.9310345 0.7142857 0.5135135 0.8 0.7 0.9259259 0.6428571 0.8888889 0.6842105 1 0.826087 0.6875 1 1 0.6666667 1 0.84 0.725 0.6666667 0.8888889 0.8571429 0.627907 1 0.7115385 0.8214286 0.9090909 0.71875 1 0.6363636 1 0.8214286 0.8888889 0.4883721 0.59375 0.6857143 0.4565217 0.8461538 0.675 0.8571429 0.5 0.6956522 0.8095238 0.5714286 0.8235294 0.9565217 1 0.8235294 0.5 0.6875 0.9166667 0.25 0.5714286 0.6 0.5 1 0.75 0.6 0.9285714 0.8333333 0.9333333 1 0.6315789 1 1 0.9166667 0.8235294 0.8181818 1 0.5 0.8333333 1 0.7142857 0.6666667 1 0.6875 1 0.9090909 0.8636364 0.8333333 1 0.8 0.25 0.3333333 0.8 0.8571429 0.7 1 0.8823529 1 0.5833333 0.8461538 0.875 1 0.875 0.8181818 1 0.8064516 1 1 1 0.8571429 1 1 1 1 1 0.8 1 1 0.7058824 0.5 0.8571429 0.5 0.8461538 0.6666667 0.8235294 1 0.8421053 0.75 0.75 0.8 1 0.75 0.3333333 1 0.4444444 1 1 1 0.6666667 1 1 1 0.8333333 1 0.8333333 1 1 0.6666667 0.8571429 0.8 0.6 0.8333333 0.5 0.8571429 1 1 0.5 0.3333333 1 0.5 1 1 0.5 0.75 0.75 1 0.75 0.5 0.75 1 0.5 1 1 1 0.5 1 0.6666667 1 0.5 1 1 1 1 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 1 1 1 1 0.5 1 1 1 1 0.7142857 1 0.5 1 0.5 1 1 1 1 1 1 0.5 0.5 1 0.5
 0.6111111 0.5151515 0.6 0.546875 0.5 0 0.5454545 0.597561 0.4848485 0.7173913 0.8873239 0.530303 0.8571429 0.641791 0.4 0.7291667 0.8191489 0.852459 0.7538462 0.8852459 0.3636364 0.6949153 0.7831325 0.8888889 0.84375 0.8028169 0.8837209 0.5689655 0.7088608 0.8235294 0.6521739 0.8823529 0.8679245 0.95 0.8666667 0.6451613 0.9705882 0.7352941 1 0.7532468 0.8157895 1 0.75 0.9180328 0.5833333 0.6086957 0.9 0.84 0.8333333 0.5 0.7222222 0.84 0.75 0.875 0.7142857 1 0.6666667 0.75 1 0.8648649 0.6818182 0.877551 1 1 0.8421053 1 0.7866667 0.8627451 0.9677419 0.7142857 0.7142857 0.9230769 1 0.7777778 0.862069 0.4782609 0.7297297 0.5428571 0.375 0.8 0.6060606 0.78125 0.5820896 0.7222222 0.6153846 0.6666667 0.85 0.8823529 1 0.8947368 0.5172414 0.65625 0.25 0.75 0.2727273 0.7142857 0.8 0.8571429 0.7272727 0.75 0.9756098 0.8571429 0.9705882 0.8235294 0.5294118 1 1 1 0.7878788 1 1 0.5 0.9333333 0.9285714 0.6 0.75 1 0.7826087 0.9230769 0.7916667 0.8666667 1 0.9444444 0.9411765 0.25 0.3333333 0.6666667 0.8823529 1 0.8181818 0.7419355 0.6666667 0.3636364 0.952381 0.7692308 0 0.8181818 0.8 0.8571429 0.8333333 0.7857143 0.8571429 0.6666667 0.7647059 0.75 0.5 0.6666667 1 1 0.8571429 1 0.6666667 0.3157895 0.5 0.8181818 0.5 0.9583333 0.75 0.7272727 0.75 0.7307692 0.6666667 0.25 1 0.6666667 1 0.4285714 0.9090909 0.4 1 1 1 1 1 1 0.75 0.5909091 1 1 0.5 1 0.8 0.75 0.9 0.875 0.5 0.5 1 0.8947368 0.8 1 0.75 0.7142857 0.25 1 1 1 0.8 0.3333333 0.6666667 0.3333333 0.5 0.8 0.875 0.5 0.3333333 1 0.6666667 0.5 0.8 1 0.5 0.8 1 1 1 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 1 1 1 0.5 0 1 0.75 1 0.8 0.5 0.5 1 0.5 0.6666667 0.5 0.5 0.8571429 1 1 0.6666667 1 1 0.5
 1 0.5 0.5 0 1 0.5 0.5 0.5 0.5 1 0.5 1 0.5 0 0 0.5 1 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 1 1 0.5 1 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 1 0.5 0.5 0.5 0.5 1 1 0.5 0.5 0.5 1 0.5 0 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0 0.5 1 0.5 0.5 0.5 0.5 1 0 0 0.5 1 0 0.5 0.5 0.5 0.5 1 0.5 0 0.5 0.5 0.5 0.5 1 1 0.5 0.5 1 0 0.5 1 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 1 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.7142857 0.5277778 0.4722222 0.4482759 0.4545455 0.5 0.5 0.3684211 0.5833333 0.5833333 0.875 0.4642857 0.6666667 0.5483871 0.4482759 0.7272727 0.8275862 0.7368421 0.6341463 0.7777778 0.1666667 0.6333333 0.6129032 0.9090909 0.6071429 0.6071429 0.7692308 0.5 0.6764706 0.8125 0.53125 0.9333333 0.6363636 0.6666667 0.8888889 0.6060606 0.9285714 0.8888889 0.8571429 0.5806452 0.75 0.5 1 0.9230769 0.7142857 0.483871 0.8571429 0.5714286 0.8181818 0.75 0.8 0.6153846 1 0.5555556 0.6666667 1 0.5 1 1 0.9230769 0.6086957 0.8695652 0.75 0.8571429 0.7222222 1 0.6296296 0.625 1 0.5909091 1 0 0.5 0.8666667 0.8333333 0.3636364 0.6666667 0.5217391 0.3214286 0.8 0.4736842 0.7916667 0.4285714 0.5384615 0.6153846 0.8333333 0.75 0.8148148 0.625 1 0.5555556 0.5714286 0.8 0.6 0.6 0.7142857 0.5 0.7142857 0.6666667 0.8 0.9230769 1 1 1 0.6666667 0.5 1 1 0.7222222 1 1 0.5 1 0.7 0.6818182 1 1 0.875 0.8 0.7142857 0.8571429 1 1 1 0.5 1 1 1 1 0.8888889 0.6666667 0.6666667 0.7 0.7272727 1 1 0.75 1 0.7777778 0.826087 0.75 1 1 0.75 0.8333333 1 1 0.8888889 1 1 1 0.6666667 0.625 1 0.7142857 0.5 1 0.5 0.8888889 0.8571429 0.8125 1 0.875 0.75 0.5 1 0.5384615 0.8571429 0.6666667 1 0.5 1 0.8 0.5 0.5 1 0.6153846 0.8 1 1 1 1 0.3333333 0.75 0.75 0.8 0.5 0.6666667 1 1 1 1 0.6 0.5 0.5 1 1 0.8333333 0.6666667 1 1 1 0.8333333 1 0.5 0 1 0.5 1 0.8333333 0.5 0 0.75 1 1 1 0.5 0.5 0.5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 1 1 1 0.5 0.5 0.5 0.6666667 0.6666667 0.5 0.5 1 0.5 1 1 1 0.5
 0.6363636 0.46875 0.6341463 0.5538462 0.402439 0.5 0.6315789 0.5 0.44 0.6666667 0.787234 0.4716981 0.9090909 0.6166667 0.5714286 0.8684211 0.828125 0.78 0.74 0.8518519 0.5714286 0.7037037 0.6986301 0.9090909 0.7708333 0.7857143 0.8717949 0.6031746 0.7164179 1 0.4791667 0.9444444 0.84375 0.8461538 0.8965517 0.6923077 0.9583333 0.8076923 1 0.7368421 0.7179487 1 0.6666667 0.9333333 0.9090909 0.6170213 0.6 0.7307692 0.8787879 0.8461538 0.9090909 0.8333333 1 0.8484848 0.6666667 1 0.75 0.75 1 0.9285714 0.744186 0.7567568 0.8 0.7692308 0.7291667 0.9333333 0.7636364 0.8717949 0.84 0.7575758 1 0.8571429 1 0.84375 0.8636364 0.4651163 0.725 0.7948718 0.4333333 0.8666667 0.775 0.8214286 0.6909091 0.75 0.6363636 0.8333333 0.8461538 0.8 1 0.8888889 0.5384615 0.6153846 0.6 1 0.2222222 0.875 1 0.875 0.5454545 0.75 1 0.9230769 0.962963 0.9166667 0.5 1 1 0.9333333 0.8787879 1 1 0.5 1 0.9230769 0.72 1 1 0.75 0.9 0.9444444 0.9166667 0.875 0.8666667 1 0.6 0.3333333 0.75 0.7142857 0.9333333 0.8636364 0.8518519 0.6666667 0.6 0.825 0.9166667 0.5 0.875 0.8571429 1 0.7567568 1 1 1 0.8461538 0.8 1 1 1 1 1 1 1 0.7142857 1 1 0.75 0.7727273 0.8 0.6363636 0.7857143 0.75 1 1 0.6666667 1 0.6 0.6 1 0.4444444 1 1 0.9230769 0.8571429 1 0.6 0.8 0.75 1 0.9090909 1 0.952381 0.8571429 0.5714286 0.8 0.8888889 0.5555556 0.5 1 0.9444444 0.5 1 0.7777778 1 0.5 1 1 0.6666667 0.8571429 0.75 0.6666667 1 1 1 1 0.5 1 1 1 0.5 0.75 0.8 1 0.5 1 0.5 1 1 0.5 0.5 0.5 0.5 1 0.5 1 0.5 1 0.5 1 1 1 0.5 1 1 0.5 1 0.8333333 1 0.5 0.6666667 0.5 1 0.6666667 1 0.6666667 1 0 0.5 1 1 0.5
 0.6428571 0.5238095 0.5263158 0.4347826 0.5151515 0.5 0.4166667 0.56 0.5 0.68 0.6666667 0.375 1 0.6 0.3333333 0.9230769 0.7333333 0.8 0.5714286 0.8125 0.8 0.625 0.8 0.8333333 1 0.6521739 0.8 0.4583333 0.8 0.75 0.5294118 0.8888889 0.7777778 1 0.8571429 0.6363636 1 0.8333333 1 0.6315789 0.6666667 0.5 0.5 0.8461538 0.8333333 0.6190476 1 0.4444444 0.9166667 0.6666667 1 0.5 0.5 1 0.5 0 1 0.5 1 0.625 0.5454545 0.8181818 0.75 0.75 0.4166667 1 0.6875 0.9090909 0.6666667 0.5714286 1 0 0.5 0.875 1 0.4375 0.5 0.6666667 0.4736842 0.5454545 0.625 0.6666667 0.5217391 0.8 0.5384615 0.75 0.8571429 0.7 1 0.75 0.6363636 0.5333333 0.8 1 0 0.5714286 0.5 0.6666667 0.25 0.5 0.9 1 0.8888889 0.5 0.5 0.5 0.6666667 1 0.8181818 0.6666667 0.5 0.5 1 1 0.6 0.5 0.8 0.75 1 0.7777778 0.7272727 1 1 1 0.7142857 0 0 0 0.75 0.8 1 0.5 0.6666667 0.8888889 0.8 1 0.8333333 1 0.8333333 1 1 1 1 1 1 1 0.75 1 1 1 0.6666667 1 0.3333333 1 0.6666667 0 1 0.6666667 0.6 1 0.75 0.5 0.75 0.75 0.5 0 0.7142857 1 1 0.75 0.5 0.875 1 0.5 0 1 0.7142857 0.75 1 0.6666667 1 0.8333333 0.4285714 1 0.75 0.8333333 0.5 1 0.5 1 0.5 0.5 1 1 0.5 1 1 0.5 0.4 1 1 1 0 1 0.5 1 1 0.5 0.5 0.6666667 0.5 0.5 0.5 0.5 1 0.5 0.5 1 1 0.5 0.5 1 0.5 1 0.5 0.5 1 1 0.5 1 0.5 0.5 0.5 0.5 0.5 0.75 1 0.5 1 0.5 1 1 0.5 1 1 0.5 0.5 1 1 0.5
 0.2857143 0.3023256 0.3043478 0.2439024 0.2826087 0 0.4166667 0.3333333 0.32 0.5 0.7333333 0.1315789 0.5714286 0.35 0.2142857 0.6153846 0.7142857 0.6571429 0.6551724 0.7142857 0.4444444 0.36 0.5319149 0.7142857 0.625 0.5862069 0.7619048 0.2571429 0.5625 0.7272727 0.3225806 0.8571429 0.64 0.8333333 0.6470588 0.3947368 0.6 0.6 0.8571429 0.4864865 0.3913043 1 1 0.9375 0.4 0.3333333 0.8333333 0.7 0.7727273 0.4285714 0.6428571 0.6428571 0 0.6666667 0.5714286 0.5 0.6666667 1 0.5 0.9 0.5 0.6206897 0.8333333 1 0.5882353 1 0.5151515 0.68 0.875 0.625 0.5 0.75 1 0.6153846 0.75 0.2 0.3 0.5 0.3333333 0.5555556 0.5 0.6551724 0.3103448 0.2941176 0.1875 0.5 0.5454545 0.84 0.8333333 0.625 0.1538462 0.2272727 0.5 1 0.2222222 0.4615385 1 0.8 0.3636364 0.8333333 0.84375 0.5 0.8947368 1 0.3 1 1 0.9230769 0.6190476 0.875 1 0.5 1 0.8 0.4615385 0.6666667 1 0.5 0.625 1 0.8461538 1 1 1 0.3333333 0.5 1 0.6 0.9 0.7857143 0.7777778 0.5 0.6666667 0.75 0.75 0.5 0.6666667 0.625 0.75 0.75 0.7142857 1 1 0.6666667 0.5 1 0.5 1 0.5 1 1 1 0.5454545 0.5 0.5714286 0.25 0.5555556 0.25 0.7142857 0.8 0.8125 0.5 1 1 0.5 1 0.4 0.875 0.4285714 1 1 0.8888889 1 1 1 0.75 0.5882353 0.5714286 0.875 1 0.7692308 0.6666667 1 0.7142857 0.6 0.3333333 0.5 0.8 1 1 1 0.75 1 0 1 0.75 1 0.75 1 0.75 0.8 1 0.75 1 0.5 1 1 1 0.5 0.6666667 0.6666667 0 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 1 0.5 1 0.5 0.5 0.5 1 1 1 0.5 1 0.5 0.5 1 0.6666667 1 0.5 1 0.5 0.6666667 0.75 0 1 1 1 0.5 1 1 0.5
