n: 61
m: 17
c:
[
 0.5 0.4666667 0.5714286 0.5294118 0.7647059 0.7058824 0.7272727 0.5882353 0.75 0.9285714 0.4117647 0.5555556 1 0.5333333 0.5882353 0.5294118 0.5882353 0.8 0.6923077 0.4444444 0.5294118 0.5882353 0.6923077 0.7058824 1 0.6666667 1 1 0.8571429 0.8333333 1 1 0.7058824 0.625 0.8 0.5 0 0.6666667 0.6 0.3333333 0.25 0.75 1 0.8 1 1 1 1 1 0.8333333 1 1 0.8 0.5 1 1 1 1 0 0 1
 0.5333333 0.5 0.75 0.8 0.8 0.8666667 0.8 0.8 0.8181818 0.7692308 0.7333333 1 1 0.8461538 0.5333333 0.8 0.7333333 1 0.9166667 1 0.8 0.7333333 0.8333333 0.7333333 1 0.9 1 1 0.8571429 1 1 1 0.9333333 0.8 0.8 0.5 0.6666667 0.6666667 1 1 1 0.875 1 0.8 1 1 1 1 1 1 1 1 0.6 1 1 1 1 0 0.5 0.5 0.5
 0.4285714 0.25 0.5 0.5 0.7142857 0.5714286 0.7272727 0.4285714 0.6666667 0.5833333 0.4285714 0.7777778 1 0.4285714 0.5 0.5714286 0.4285714 0.6 0.6923077 0.7777778 0.6428571 0.4285714 0.5833333 0.6428571 1 0.5555556 1 0.8 0.8571429 0.6666667 1 1 0.7857143 0.6153846 1 0.5 0.5 0.5 1 1 0.75 1 1 0.8 1 1 1 1 1 1 0.8333333 1 0.8 0.5 1 0 1 0 1 1 1
 0.4705882 0.2 0.5 0.5 0.5882353 0.6470588 0.8181818 0.4705882 0.75 0.7142857 0.4117647 0.6666667 1 0.5333333 0.3529412 0.4117647 0.4117647 0.6 0.6153846 0.7777778 0.6470588 0.4705882 0.7692308 0.5882353 1 0.6666667 0.6666667 0.8 1 0.6666667 1 1 0.6470588 0.6875 0.8 0.5 0.3333333 0.3333333 0.8 1 0.75 0.875 1 0.8 1 1 1 1 1 0.8333333 0.8333333 1 0.8 1 1 0 1 1 0 0 1
 0.2352941 0.2 0.2857143 0.4117647 0.5 0.4117647 0.5454545 0.2941176 0.5 0.5 0.2352941 0.3333333 1 0.4 0.2352941 0.2352941 0.3529412 0.6 0.5384615 0.4444444 0.4705882 0.2941176 0.5384615 0.4117647 1 0.4166667 1 1 0.7142857 0.6666667 1 1 0.6470588 0.4375 0.6 0.5 0.3333333 0.6666667 0.8 0.3333333 0.25 0.375 0 0.8 1 1 1 1 1 0.6666667 0.8333333 0 0.4 0.5 1 0 1 1 0 0 1
 0.2941176 0.1333333 0.4285714 0.3529412 0.5882353 0.5 0.7272727 0.2941176 0.6666667 0.7142857 0.2352941 0.4444444 1 0.4 0.3529412 0.4117647 0.3529412 0.6 0.6153846 0.5555556 0.4705882 0.3529412 0.5384615 0.4705882 1 0.5 1 1 1 0.6666667 1 1 0.5294118 0.375 0.6 0.5 0 0 0.8 0.3333333 0.5 0.875 1 0.8 1 1 1 1 1 0.8333333 1 0 0.8 0.5 1 1 1 0 0 0 1
 0.2727273 0.2 0.2727273 0.1818182 0.4545455 0.2727273 0.5 0.3636364 0.4545455 0.6363636 0.3636364 0.4285714 1 0.2727273 0.2727273 0.3636364 0.4545455 0.8 0.4 0.5 0.4545455 0.4545455 0.4545455 0.4545455 1 0.5 0.3333333 0.8 1 0.8 1 1 0.5454545 0.7272727 1 0.5 0.5 0.5 1 0.5 0.75 0.8571429 1 0.6 1 1 1 1 1 1 0.8333333 0.5 0.75 0.5 1 0 1 0 0.5 0.5 0.5
 0.4117647 0.2 0.5714286 0.5294118 0.7058824 0.7058824 0.6363636 0.5 0.75 0.8571429 0.3529412 0.7777778 1 0.5333333 0.3529412 0.5882353 0.5294118 1 0.7692308 0.6666667 0.6470588 0.4117647 0.7692308 0.7058824 1 0.6666667 1 1 0.8571429 1 1 1 0.7647059 0.625 0.8 0.5 0 0.3333333 0.6 0.6666667 0.5 0.75 1 0.8 1 1 1 1 1 0.6666667 1 1 0.8 0.5 1 1 1 1 1 1 1
 0.25 0.1818182 0.3333333 0.25 0.5 0.3333333 0.5454545 0.25 0.5 0.75 0.1666667 0.375 1 0.4166667 0.5 0.5833333 0.4166667 0.6 0.6363636 0.5 0.5 0.5833333 0.5454545 0.6666667 1 0.7142857 1 1 0.8571429 0.8 1 1 0.75 0.75 1 0.5 0.5 0.5 0.6666667 0 0.5 0.75 1 0.8 1 1 1 1 1 0.8 1 0 0.8 0.5 1 1 1 0 0.5 0.5 0.5
 0.07142857 0.2307692 0.4166667 0.2857143 0.5 0.2857143 0.3636364 0.1428571 0.25 0.5 0.1428571 0.375 1 0.25 0.2857143 0.3571429 0.3571429 0.6 0.4545455 0.5 0.2857143 0.2857143 0.1818182 0.4285714 1 0.2222222 1 0.8 0.8571429 1 1 1 0.7142857 0.2142857 0.6666667 0.5 0 0 0.5 0 0.25 0.625 1 0.6 1 1 1 1 1 0.8 0.8333333 0 0.6 0.5 1 1 1 0 0.5 0.5 0.5
 0.5882353 0.2666667 0.5714286 0.5882353 0.7647059 0.7647059 0.6363636 0.6470588 0.8333333 0.8571429 0.5 0.8888889 1 0.6666667 0.5294118 0.7647059 0.5294118 1 0.7692308 0.7777778 0.7647059 0.7647059 0.8461538 0.8235294 1 0.8333333 1 1 1 0.8333333 1 1 0.8823529 0.8125 0.8 1 0.6666667 1 0.8 0.3333333 0.75 0.875 1 0.8 1 1 1 1 1 0.8333333 1 1 0.8 0.5 1 1 1 1 1 1 1
 0.4444444 0 0.2222222 0.3333333 0.6666667 0.5555556 0.5714286 0.2222222 0.625 0.625 0.1111111 0.5 1 0.4444444 0.5555556 0.5555556 0.3333333 1 0.75 0.5714286 0.2222222 0.6666667 0.7142857 0.7777778 1 0.8 1 1 1 1 1 1 0.6666667 0.625 0.5 0.5 0.5 0.5 0.5 0.6666667 0.3333333 0.5 1 0.6666667 1 1 1 1 1 0.6666667 1 1 0.6666667 0 1 1 1 0.5 1 1 1
