n: 50
m: 936
c:
[
 0.5 0.4 0.4615385 0 0.6666667 0.5384615 1 0.3333333 0.6 0.5714286 0.8 0.8 0.7333333 0.7142857 0.8571429 0.8 0.8947368 0.952381 1 0.6666667 0.8888889 0.5 1 0.7777778 1 0.9090909 0.75 0.9090909 1 0.7 0.5 0.7 1 1 1 0.8333333 1 1 0.5 1 0.5 1 1 0.5 1 0.5384615 0.5 0.9 1 0.5
 0.6 0.5 0.4090909 0.25 0.5 0.4615385 1 0.4444444 0.4444444 0.2 0.75 0.3333333 0.5333333 0.3333333 0.6428571 0.4166667 0.65 0.9090909 0.8571429 0.2857143 0.4615385 0.5 1 0.6666667 0.5 0.5454545 0.3333333 0.5555556 0.3333333 0.3636364 1 0.3157895 0.6 0.8 0.7142857 1 1 0.8888889 0.5 0.5 0.4 1 1 1 0.5 0.3571429 0.8 0.875 0.6923077 0.5
 0.5384615 0.5909091 0.5 0.5714286 0.7179487 0.7402597 0.8947368 0.4246575 0.7222222 0.625 0.826087 0.6551724 0.5959596 0.58 0.6304348 0.8072289 0.8431373 0.88 0.9047619 0.6341463 0.75 1 0.8333333 0.8390805 0.8064516 0.7971014 0.7692308 0.9482759 0.59375 0.5689655 0.75 0.5394737 0.9333333 0.7962963 0.5454545 0.875 1 1 1 0.9230769 0.7 0.8888889 1 1 0.8474576 0.6779661 0.8333333 0.8196721 0.84 0.5
 1 0.75 0.4285714 0.5 0.4285714 0.3333333 0 0.5 0.5 1 0.25 0.5 0.2857143 0.8333333 0.5 0.1666667 0.5 0.2 0 0.5 0.4285714 0.5 1 0.4285714 0.4 0.5 0.5 0.6666667 0.5 0.5 1 0.25 1 0.8 0 0.6666667 1 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.6 0.5
 0.3333333 0.5 0.2820513 0.5714286 0.5 0.5873016 0.7894737 0.3076923 0.59375 0.45 0.7058824 0.32 0.3797468 0.5217391 0.4242424 0.5964912 0.6911765 0.7468354 0.8529412 0.4615385 0.5671642 1 0.8 0.6142857 0.6486486 0.6440678 0.6 0.8055556 0.4333333 0.4782609 1 0.4727273 0.8529412 0.826087 0.1666667 0.8717949 1 1 1 0.9333333 0.4285714 0.8888889 1 1 0.6521739 0.5238095 0.8333333 0.8285714 0.7758621 0.5
 0.4615385 0.5384615 0.2597403 0.6666667 0.4126984 0.5 0.75 0.25 0.4666667 0.45 0.55 0.3684211 0.3392857 0.5862069 0.5 0.5510204 0.6206897 0.7027027 0.8275862 0.4285714 0.5510204 1 0.8214286 0.4848485 0.52 0.4615385 0.76 0.7272727 0.4090909 0.3714286 0 0.3478261 0.7916667 0.7027027 0.2857143 0.7692308 0.8947368 0.8 1 0.75 0.7142857 0.9230769 1 0.75 0.6428571 0.5 0.4545455 0.6296296 0.7121212 0.5
 0 0 0.1052632 1 0.2105263 0.25 0.5 0.0625 0.25 0.07692308 0 0 0.05 0.2142857 0.1818182 0.3076923 0.2 0.3333333 0.5 0.1111111 0.1666667 0 0.3 0.1176471 0.1538462 0.05555556 0.25 0.5 0.125 0 0.5 0.1818182 0 0.2352941 0.3333333 0.1 0.75 0.7142857 0 0 0 1 0 0 0.1875 0.2 0.5 0.5 0.25 0.5
 0.6666667 0.5555556 0.5753425 0.5 0.6923077 0.75 0.9375 0.5 0.7352941 0.72 0.7894737 0.5555556 0.7301587 0.6969697 0.75 0.7586207 0.7536232 0.9193548 0.9259259 0.7173913 0.7540984 1 0.8888889 0.8412698 0.779661 0.7307692 0.75 0.9230769 0.4782609 0.6923077 0.5 0.5652174 0.9166667 0.8367347 0.5714286 0.8974359 1 0.9310345 1 0.9166667 0.7333333 1 1 0.5 0.8448276 0.8333333 0.8333333 0.8222222 0.852459 0.5
 0.4 0.5555556 0.2777778 0.5 0.40625 0.5333333 0.75 0.2647059 0.5 0.3157895 0.5454545 0.3076923 0.2666667 0.375 0.25 0.5925926 0.5263158 0.7058824 0.9230769 0.44 0.4666667 1 0.7222222 0.5925926 0.48 0.3666667 0.8181818 0.7777778 0.4285714 0.2916667 1 0.3448276 0.7777778 0.7666667 0.5 0.7857143 1 1 1 0.8 0.375 1 1 0.5 0.6129032 0.4285714 0 0.75 0.6666667 0.5
 0.4285714 0.8 0.375 0 0.55 0.55 0.9230769 0.28 0.6842105 0.5 0.6875 0.1428571 0.3157895 0.625 0.2727273 0.5909091 0.6315789 0.862069 0.9285714 0.5 0.6363636 1 0.9473684 0.75 0.6470588 0.6666667 1 0.8 0.5555556 0.5 0.5 0.4 0.6923077 0.7692308 1 0.826087 1 0.9285714 1 1 0.6 1 1 0 0.7142857 0.5263158 0.5 0.6363636 0.72 0.5
 0.2 0.25 0.173913 0.75 0.2941176 0.45 1 0.2105263 0.4545455 0.3125 0.5 0 0.1176471 0.7142857 0.08333333 0.375 0.375 0.7307692 0.7142857 0.4 0.2857143 1 0.5 0.5294118 0.4285714 0.375 0.4166667 0.6363636 0.1111111 0.4285714 1 0.1666667 0.7142857 0.8125 0 1 0.8 0.8 1 0.75 0.4 1 1 1 0.5833333 0.3076923 0.375 0.6111111 0.5714286 0.5
 0.2 0.6666667 0.3448276 0.5 0.68 0.6315789 1 0.4444444 0.6923077 0.8571429 1 0.5 0.5555556 0.5882353 0.5714286 0.6 0.5384615 0.875 0.9090909 0.5357143 0.48 1 0.9090909 0.5909091 0.6666667 0.7647059 0.6666667 0.826087 0.4545455 0.4545455 1 0.5 0.6875 0.8421053 0.3333333 1 1 1 0.6666667 1 0.6666667 1 1 1 0.8571429 0.4666667 0.8 0.6428571 0.826087 0.5
 0.2666667 0.4666667 0.4040404 0.7142857 0.6202532 0.6607143 0.95 0.2698413 0.7333333 0.6842105 0.8823529 0.4444444 0.5 0.5952381 0.6551724 0.6547619 0.6627907 0.7647059 0.9428571 0.5692308 0.6666667 1 0.893617 0.6704545 0.6315789 0.7014925 0.7878788 0.8636364 0.52 0.5428571 1 0.59375 0.88 0.8571429 0.6666667 0.8461538 1 0.9259259 0.6666667 0.8235294 0.2222222 0.9444444 0.9166667 1 0.7560976 0.4864865 0.6666667 0.755102 0.8148148 0.5
 0.2857143 0.6666667 0.42 0.1666667 0.4782609 0.4137931 0.7857143 0.3030303 0.625 0.375 0.2857143 0.4117647 0.4047619 0.5 0.4 0.5526316 0.5660377 0.8275862 0.68 0.5 0.6388889 1 0.8214286 0.55 0.53125 0.5277778 0.6363636 0.71875 0.5 0.3928571 1 0.4137931 0.6315789 0.7272727 0.6 0.95 0.8888889 0.7272727 0.8 0.6666667 0.6666667 1 0.8888889 1 0.8076923 0.4583333 0.5 0.7826087 0.7368421 0.5
 0.1428571 0.3571429 0.3695652 0.5 0.5757576 0.5 0.8181818 0.25 0.75 0.7272727 0.9166667 0.4285714 0.3448276 0.6 0.5 0.5 0.6857143 0.7586207 0.9 0.3928571 0.4705882 1 0.7777778 0.6774194 0.59375 0.5833333 0.5333333 0.7272727 0.07142857 0.3 0.6666667 0.3870968 0.9090909 0.7826087 0.3333333 0.875 0.9166667 0.9444444 1 1 0.7142857 1 1 1 0.8823529 0.45 0.6 0.7058824 0.6842105 0.5
 0.2 0.5833333 0.1927711 0.8333333 0.4035088 0.4489796 0.6923077 0.2413793 0.4074074 0.4090909 0.625 0.4 0.3452381 0.4473684 0.5 0.5 0.4683544 0.509434 0.7 0.3508772 0.421875 0.8 0.6756757 0.4507042 0.5438596 0.4137931 0.6153846 0.6923077 0.5172414 0.4117647 1 0.4074074 0.8461538 0.5862069 0 0.7307692 0.9166667 0.8695652 1 0.8 0.75 0.9 0.9 0.5 0.8461538 0.5 0.8333333 0.6923077 0.7173913 0.5
